HPSA_Name,HPSA_ID,Designation_Type,HPSA_Discipline_Class,HPSA_Score,Primary_State_Abbreviation,HPSA_Status,HPSA_Designation_Date,Withdrawn_Date,County_Name,HPSA Population Type,%of_Population_Below_100%_Poverty,Longitude,Latitude
Knox County,7485783486,Geographic HPSA,Mental Health,12,TX,Designated,10/27/2003,,,Geographic Population,18.3,,
Lamar,748277,Geographic HPSA,Mental Health,0,TX,Withdrawn,10/28/1994,09/15/2000,,Geographic Population,18.7,,
Lamb County,7489365488,Geographic HPSA,Mental Health,18,TX,Designated,03/27/2009,,,Geographic Population,23.2,,
Lee County,7484775285,Geographic HPSA,Mental Health,16,TX,Designated,04/02/2010,,,Geographic Population,14.9,,
Leon County,7487484420,Geographic HPSA,Mental Health,17,TX,Designated,02/11/2008,,,Geographic Population,13.5,,
Limestone County,7481478137,Geographic HPSA,Mental Health,17,TX,Designated,02/11/2008,,,Geographic Population,22.3,,
Lipscomb County,7484889936,Geographic HPSA,Mental Health,10,TX,Designated,04/14/2000,,,Geographic Population,10.4,,
Live Oak County,7485985220,Geographic HPSA,Mental Health,16,TX,Designated,04/02/2010,,,Geographic Population,15.4,,
Llano County,7489383475,Geographic HPSA,Mental Health,17,TX,Designated,10/28/1994,,,Geographic Population,15,,
Local Service Area 11 (Central Gulf),7489994847,Geographic HPSA,Mental Health,0,TX,Withdrawn,10/28/1994,03/20/2008,,Geographic Population,14.3,,
Local Service Area 12 (Central Plains),7489994802,Geographic HPSA,Mental Health,0,TX,Withdrawn,09/18/1979,03/20/2008,,Geographic Population,18.6,,
Local Service Area 14A (North Coastal Plain),748999482O,Geographic HPSA,Mental Health,0,TX,Withdrawn,01/21/2004,03/22/2010,,Geographic Population,,,
Local Service Area 25 (Hunt Family Services),7489994877,Geographic HPSA,Mental Health,0,TX,Withdrawn,10/28/1994,09/15/2000,,Geographic Population,17.8,,
Local Service Area 27 (Laredo),7489994826,Geographic HPSA,Mental Health,0,TX,Withdrawn,09/16/1986,02/12/2008,,Geographic Population,35.3,,
Local Service Area 30 (Concho Valley),7489994837,Geographic HPSA,Mental Health,0,TX,Withdrawn,10/28/1994,09/15/2000,,Geographic Population,16.6,,
Local Service Area 32,7489994846,Geographic HPSA,Mental Health,0,TX,Withdrawn,10/28/1994,02/20/2002,,Geographic Population,20.6,,
Local Service Area 32 (Brazos Valley),7489994885,Geographic HPSA,Mental Health,0,TX,Withdrawn,03/31/1999,02/11/2008,,Geographic Population,22.2,,
Local Service Area 37A,7489994852,Geographic HPSA,Mental Health,0,TX,Withdrawn,10/28/1994,09/15/2000,,Geographic Population,20.6,,
Local Service Area 40 (Sabine Valley),7489994842,Geographic HPSA,Mental Health,0,TX,Withdrawn,10/28/1994,06/02/2008,,Geographic Population,15.5,,
Local Service Area 43 (Tri-County),7489994845,Geographic HPSA,Mental Health,0,TX,Withdrawn,10/28/1994,06/10/2008,,Geographic Population,11.2,,
Local Service Area 44 (Tropical Texas),7489994803,Geographic HPSA,Mental Health,0,TX,Withdrawn,02/09/1983,02/12/2008,,Geographic Population,34.8,,
Local Service Area 7 (Burke Center),7489994838,Geographic HPSA,Mental Health,0,TX,Withdrawn,10/28/1994,06/02/2008,,Geographic Population,17.6,,
Local Service Area 8 (Camino Real),7489994862,Geographic HPSA,Mental Health,0,TX,Withdrawn,10/28/1994,02/11/2008,,Geographic Population,20.4,,
Local Service Area 9 (Blue Bonnet Trails),7489994850,Geographic HPSA,Mental Health,0,TX,Withdrawn,10/28/1994,09/15/2000,,Geographic Population,12.7,,
Loving County,7482544515,Geographic HPSA,Mental Health,6,TX,Designated,04/14/2000,,,Geographic Population,18.8,,
Lubbock County,748303,Geographic HPSA,Mental Health,15,TX,Withdrawn,06/04/2014,07/02/2018,,Geographic Population,20.1,,
Lynn County,7484561503,Geographic HPSA,Mental Health,13,TX,Designated,01/21/2001,,,Geographic Population,18,,
Martin County,7484999209,Geographic HPSA,Mental Health,9,TX,Designated,04/14/2000,,,Geographic Population,14.1,,
Mason County,7482646724,Geographic HPSA,Mental Health,10,TX,Designated,12/07/2005,,,Geographic Population,11.2,,
Medina County,7485247664,Geographic HPSA,Mental Health,16,TX,Designated,12/02/2005,,,Geographic Population,15.6,,
Midland County,748329,Geographic HPSA,Mental Health,11,TX,Withdrawn,12/27/2013,07/02/2018,,Geographic Population,10,,
Milam County,7485618017,Geographic HPSA,Mental Health,16,TX,Designated,06/17/2009,,,Geographic Population,19.4,,
Mills County,7481814005,Geographic HPSA,Mental Health,12,TX,Designated,02/11/2008,,,Geographic Population,12.1,,
Montague County,7482322610,Geographic HPSA,Mental Health,17,TX,Designated,04/14/2000,,,Geographic Population,14.7,,
Montgomery County,748339,Geographic HPSA,Mental Health,12,TX,Withdrawn,01/08/2010,06/25/2014,,Geographic Population,,,
Moore County,7483889753,Geographic HPSA,Mental Health,17,TX,Designated,09/14/2010,,,Geographic Population,18.7,,
Morris,748343,Geographic HPSA,Mental Health,0,TX,Withdrawn,10/28/1994,09/15/2000,,Geographic Population,19.4,,
Navarro County,7482306198,Geographic HPSA,Mental Health,19,TX,Designated,01/08/2010,,,Geographic Population,21.8,,
Newton County,7486914587,Geographic HPSA,Mental Health,15,TX,Designated,07/17/2008,,,Geographic Population,14.9,,
Nolan County,7485180184,Geographic HPSA,Mental Health,17,TX,Designated,04/14/2000,,,Geographic Population,18.5,,
North East Lubbock County Service Area,7482883509,Geographic HPSA,Mental Health,19,TX,Designated,07/18/2018,,,Geographic Population,15.2,,
Northeast Harris,748999482Z,Geographic HPSA,Mental Health,0,TX,Withdrawn,11/10/2004,06/29/2012,,Geographic Population,,,
Ochiltree County,7488266197,Geographic HPSA,Mental Health,15,TX,Designated,04/14/2000,,,Geographic Population,15.3,,
Oldham County,7481467170,Geographic HPSA,Mental Health,11,TX,Designated,09/14/2010,,,Geographic Population,16.7,,
Orange County,7487345123,Geographic HPSA,Mental Health,17,TX,Designated,10/26/2018,,,Geographic Population,15.2,,
Palo Pinto County,7485356236,Geographic HPSA,Mental Health,15,TX,Designated,02/12/1990,,,Geographic Population,17.8,,
Panola County,7486276903,Geographic HPSA,Mental Health,16,TX,Designated,07/15/2008,,,Geographic Population,13.8,,
Parker County,748367,Geographic HPSA,Mental Health,13,TX,Withdrawn,02/12/1990,06/27/2013,,Geographic Population,,,
Parmer County,7484062817,Geographic HPSA,Mental Health,15,TX,Designated,07/17/2008,,,Geographic Population,17.5,,
Pecos County,7488733227,Geographic HPSA,Mental Health,16,TX,Designated,04/14/2000,,,Geographic Population,15.1,,
Rains County,7482398577,Geographic HPSA,Mental Health,12,TX,Designated,10/28/1994,,,Geographic Population,11.1,,
Reagan County,7489437223,Geographic HPSA,Mental Health,11,TX,Designated,10/28/1994,,,Geographic Population,17.6,,
Real County,7485660639,Geographic HPSA,Mental Health,12,TX,Designated,12/07/2005,,,Geographic Population,19.2,,
Red River County,7482071538,Geographic HPSA,Mental Health,14,TX,Designated,10/28/1994,,,Geographic Population,17.6,,
Reeves County,7482088308,Geographic HPSA,Mental Health,15,TX,Designated,04/14/2000,,,Geographic Population,18.5,,
Roberts County,7488232971,Geographic HPSA,Mental Health,10,TX,Designated,04/14/2000,,,Geographic Population,2,,
Rockwall,748397,Geographic HPSA,Mental Health,0,TX,Withdrawn,10/28/1994,09/15/2000,,Geographic Population,6.8,,
Rusk County,7486987531,Geographic HPSA,Mental Health,14,TX,Designated,10/28/1994,,,Geographic Population,16.9,,
Sabine County,7482448398,Geographic HPSA,Mental Health,16,TX,Designated,01/08/2010,,,Geographic Population,25.3,,
San Antonio South East,74899948MG,Geographic HPSA,Mental Health,15,TX,Withdrawn,03/09/2011,07/02/2018,,Geographic Population,30.6,,
San Jacinto County,7488430897,Geographic HPSA,Mental Health,18,TX,Designated,06/02/2008,,,Geographic Population,20.1,,
San Patricio County,7481525526,Geographic HPSA,Mental Health,11,TX,Designated,09/14/2010,,,Geographic Population,16.2,,
Schleicher County,7486215725,Geographic HPSA,Mental Health,13,TX,Designated,10/28/1994,,,Geographic Population,22.4,,
Scurry County,7485312188,Geographic HPSA,Mental Health,17,TX,Designated,10/28/1994,,,Geographic Population,12.7,,
Shackelford County,7484819146,Geographic HPSA,Mental Health,12,TX,Designated,04/14/2000,,,Geographic Population,17.1,,
Shelby County,7481707830,Geographic HPSA,Mental Health,19,TX,Designated,03/12/2010,,,Geographic Population,23.1,,
Sherman County,7484604795,Geographic HPSA,Mental Health,11,TX,Designated,09/14/2010,,,Geographic Population,16,,
Smith,748423,Geographic HPSA,Mental Health,0,TX,Withdrawn,10/28/1994,12/06/2000,,Geographic Population,15.9,,
Somervell County,7486751977,Geographic HPSA,Mental Health,12,TX,Designated,02/12/1990,,,Geographic Population,11.7,,
South Central Houston,7482005876,Geographic HPSA,Mental Health,13,TX,Proposed For Withdrawal,05/05/2014,,,Geographic Population,27.9,,
South Irving Service Area,7481857339,Geographic HPSA,Mental Health,7,TX,Designated,06/13/2014,,,Geographic Population,19.5,,
Stephens County,7481057370,Geographic HPSA,Mental Health,15,TX,Designated,04/14/2000,,,Geographic Population,19.9,,
Stonewall County,7489683248,Geographic HPSA,Mental Health,12,TX,Designated,04/14/2000,,,Geographic Population,18.5,,
Sutton County,7486587811,Geographic HPSA,Mental Health,10,TX,Designated,04/14/2000,,,Geographic Population,6.3,,
Swisher County,7481973565,Geographic HPSA,Mental Health,14,TX,Designated,07/17/2008,,,Geographic Population,22,,
Taylor County,748441,Geographic HPSA,Mental Health,12,TX,Designated,12/29/2017,,,Geographic Population,18,,
Terrell County,7486685456,Geographic HPSA,Mental Health,12,TX,Designated,04/14/2000,,,Geographic Population,16.8,,
Terry County,7487645401,Geographic HPSA,Mental Health,15,TX,Designated,04/14/2000,,,Geographic Population,12.6,,
Throckmorton County,7485249341,Geographic HPSA,Mental Health,9,TX,Designated,04/14/2000,,,Geographic Population,9.8,,
Titus,748449,Geographic HPSA,Mental Health,0,TX,Withdrawn,10/28/1994,09/15/2000,,Geographic Population,18.1,,
Trinity County,7483201678,Geographic HPSA,Mental Health,17,TX,Designated,07/17/2008,,,Geographic Population,16,,
Tyler County,7482925966,Geographic HPSA,Mental Health,17,TX,Designated,06/11/2008,,,Geographic Population,15.8,,
Upshur,748459,Geographic HPSA,Mental Health,0,TX,Withdrawn,10/28/1994,10/14/2003,,Geographic Population,14.9,,
Upton County,7489127766,Geographic HPSA,Mental Health,11,TX,Designated,04/14/2000,,,Geographic Population,18.5,,
Uvalde County,7489893402,Geographic HPSA,Mental Health,19,TX,Designated,10/28/1994,,,Geographic Population,23.6,,
Val Verde County,7484113285,Geographic HPSA,Mental Health,18,TX,Designated,04/14/2000,,,Geographic Population,22.3,,
Van Zandt County,7484337499,Geographic HPSA,Mental Health,16,TX,Designated,10/28/1994,,,Geographic Population,17.1,,
Victoria County,7484178398,Geographic HPSA,Mental Health,14,TX,Designated,07/11/2011,,,Geographic Population,17.5,,
Ward County,7489188557,Geographic HPSA,Mental Health,13,TX,Designated,04/14/2000,,,Geographic Population,19.9,,
Washington County,7483005436,Geographic HPSA,Mental Health,10,TX,Designated,02/11/2008,,,Geographic Population,14.3,,
Webb County,7487485998,Geographic HPSA,Mental Health,18,TX,Designated,09/20/2018,,,Geographic Population,32,,
Wharton County,748481,Geographic HPSA,Mental Health,15,TX,Withdrawn,08/16/2013,07/02/2018,,Geographic Population,30.1,,
Wheeler County,7481838063,Geographic HPSA,Mental Health,12,TX,Designated,04/14/2000,,,Geographic Population,13.8,,
Wichita County,7485480088,Geographic HPSA,Mental Health,16,TX,Designated,08/19/2015,,,Geographic Population,16.7,,
Wilbarger County,7486908283,Geographic HPSA,Mental Health,17,TX,Designated,10/28/1994,,,Geographic Population,19.8,,
Wilson County,7488475572,Geographic HPSA,Mental Health,13,TX,Designated,10/28/1994,,,Geographic Population,11.4,,
Winkler County,7485364206,Geographic HPSA,Mental Health,12,TX,Designated,04/14/2000,,,Geographic Population,11.9,,
Wise County,7483179283,Geographic HPSA,Mental Health,13,TX,Designated,04/14/2000,,,Geographic Population,10.2,,
Wood County,7487858601,Geographic HPSA,Mental Health,16,TX,Designated,10/28/1994,,,Geographic Population,14.5,,
Yoakum County,7488343833,Geographic HPSA,Mental Health,13,TX,Designated,04/14/2000,,,Geographic Population,10.8,,
Young County,7488214995,Geographic HPSA,Mental Health,18,TX,Designated,04/14/2000,,,Geographic Population,16.8,,
Bear River Mental Health Catchment Area,7498564418,Geographic HPSA,Mental Health,16,UT,Designated,07/21/2003,,,Geographic Population,13.8,,
Davis County,7493493204,Geographic HPSA,Mental Health,6,UT,Designated,08/15/2013,,,Geographic Population,7.8,,
Four Corners Mental Health Catchment Area,7491475210,Geographic HPSA,Mental Health,16,UT,Designated,07/21/2003,,,Geographic Population,13.8,,
Six County Mental Health Catchment Area,7498682168,Geographic HPSA,Mental Health,18,UT,Designated,05/08/1998,,,Geographic Population,15.2,,
Uintah Basin,7493445399,Geographic HPSA,Mental Health,18,UT,Designated,04/12/2000,,,Geographic Population,11,,
Utah County,7498768047,Geographic HPSA,Mental Health,17,UT,Designated,08/03/2018,,,Geographic Population,12.5,,
Wasatch County,7492932023,Geographic HPSA,Mental Health,17,UT,Designated,04/09/2001,,,Geographic Population,8.2,,
Alleghany/Clifton Forge/Covington,751005,Geographic HPSA,Mental Health,0,VA,Withdrawn,09/27/1978,10/02/1995,,Geographic Population,9.7,,
Fredericksburg City/Caroline/King George/Spotsylvania/Stafford Counties,7515277432,Geographic HPSA,Mental Health,9,VA,Designated,07/18/2018,,,Geographic Population,7.9,,
Louisa County,7511162274,Geographic HPSA,Mental Health,12,VA,Designated,04/26/2012,,,Geographic Population,9.6,,
Northwest Mental Health Catchmnt Area 27,7519995162,Geographic HPSA,Mental Health,0,VA,Withdrawn,06/19/2006,06/29/2012,,Geographic Population,,,
Planning District XII,7519995105,Geographic HPSA,Mental Health,0,VA,Withdrawn,09/27/1978,06/29/2012,,Geographic Population,,,
Planning District XIX,7519995111,Geographic HPSA,Mental Health,0,VA,Withdrawn,07/31/1998,06/29/2012,,Geographic Population,,,
Planning District XVI,7519995118,Geographic HPSA,Mental Health,0,VA,Withdrawn,06/24/2002,11/03/2011,,Geographic Population,,,
Rappahannock Service Area,7519995185,Geographic HPSA,Mental Health,11,VA,Withdrawn,04/24/2012,07/02/2018,,Geographic Population,8,,
Rappahannock/Rapidan Service Area,7512753309,Geographic HPSA,Mental Health,15,VA,Designated,04/24/2012,,,Geographic Population,9,,
Rockbridge Service Area,7517547634,Geographic HPSA,Mental Health,13,VA,Designated,05/12/2011,,,Geographic Population,14.9,,
South Norfolk (Planning District 20),7519995163,Geographic HPSA,Mental Health,0,VA,Withdrawn,09/07/2006,06/29/2012,,Geographic Population,,,
Southside Planning District,7512271844,Geographic HPSA,Mental Health,18,VA,Designated,05/10/1979,,,Geographic Population,20.7,,
Thomas Jefferson Planning District X(Pt),7519995116,Geographic HPSA,Mental Health,0,VA,Withdrawn,02/05/2002,11/03/2011,,Geographic Population,,,
Western Tidewater Service Area,7511260267,Geographic HPSA,Mental Health,10,VA,Designated,12/19/2007,,,Geographic Population,12.4,,
St. John Island,778020,Geographic HPSA,Mental Health,8,VI,Proposed For Withdrawal,10/30/2008,,,Geographic Population,19.5,,
Franklin/Grand Isle,7509995003,Geographic HPSA,Mental Health,0,VT,Withdrawn,05/25/1988,06/29/2012,,Geographic Population,,,
Northeast Kingdom,7509995001,Geographic HPSA,Mental Health,0,VT,Withdrawn,10/05/1978,06/29/2012,,Geographic Population,,,
Orange/Windsor,7509995002,Geographic HPSA,Mental Health,0,VT,Withdrawn,10/05/1978,02/13/1986,,Geographic Population,0,,
Adams County,753001,Geographic HPSA,Mental Health,17,WA,Withdrawn,05/20/1978,07/02/2018,,Geographic Population,18.1,,
Adams County,7532806045,Geographic HPSA,Mental Health,19,WA,Designated,07/29/2017,,,Geographic Population,23.2,,
Asotin County,753003,Geographic HPSA,Mental Health,17,WA,Withdrawn,03/31/2007,07/02/2018,,Geographic Population,15.4,,
Asotin County,7539200641,Geographic HPSA,Mental Health,17,WA,Designated,07/29/2017,,,Geographic Population,15.3,,
Benton and Franklin Counties,7532839235,Geographic HPSA,Mental Health,17,WA,Designated,08/28/2017,,,Geographic Population,15.5,,
Chelan/Douglas,7539995302,Geographic HPSA,Mental Health,16,WA,Withdrawn,02/08/1979,07/02/2018,,Geographic Population,11.4,,
Chelan/Douglas Counties,7532003512,Geographic HPSA,Mental Health,18,WA,Designated,08/25/2017,,,Geographic Population,15.1,,
Clallam County,7538735692,Geographic HPSA,Mental Health,17,WA,Designated,08/02/2017,,,Geographic Population,15,,
Clallam County,753009,Geographic HPSA,Mental Health,15,WA,Withdrawn,04/07/2010,07/02/2018,,Geographic Population,,,
Columbia County,7533732608,Geographic HPSA,Mental Health,11,WA,Designated,08/25/2017,,,Geographic Population,17.4,,
Columbia County,753013,Geographic HPSA,Mental Health,10,WA,Withdrawn,01/17/2006,07/02/2018,,Geographic Population,12.9,,
Deer Park Service Area,7535329047,Geographic HPSA,Mental Health,16,WA,Designated,12/04/2006,,,Geographic Population,10.8,,
Ferry County,7538167031,Geographic HPSA,Mental Health,15,WA,Designated,09/01/2017,,,Geographic Population,22.8,,
Ferry County,753019,Geographic HPSA,Mental Health,15,WA,Withdrawn,01/17/1980,07/02/2018,,Geographic Population,,,
Garfield County,753023,Geographic HPSA,Mental Health,10,WA,Withdrawn,01/17/2006,07/02/2018,,Geographic Population,13.9,,
Grant County,7532307915,Geographic HPSA,Mental Health,17,WA,Designated,05/20/1978,,,Geographic Population,19.4,,
Grays Harbor County,753027,Geographic HPSA,Mental Health,17,WA,Withdrawn,02/14/1980,07/02/2018,,Geographic Population,16,,
Grays Harbor County,7538115133,Geographic HPSA,Mental Health,17,WA,Designated,08/04/2017,,,Geographic Population,18.7,,
Island County,7539722049,Geographic HPSA,Mental Health,16,WA,Designated,09/01/2017,,,Geographic Population,9.7,,
Island County,753029,Geographic HPSA,Mental Health,16,WA,Withdrawn,02/01/2005,07/02/2018,,Geographic Population,7,,
Jefferson County,753031,Geographic HPSA,Mental Health,15,WA,Withdrawn,07/27/1994,07/02/2018,,Geographic Population,11.2,,
Kitsap County,7539039162,Geographic HPSA,Mental Health,14,WA,Designated,08/28/2017,,,Geographic Population,10.9,,
Kittitas County,7533370514,Geographic HPSA,Mental Health,17,WA,Designated,12/17/1985,,,Geographic Population,22.1,,
Klickitat County,7531599873,Geographic HPSA,Mental Health,17,WA,Designated,05/18/1993,,,Geographic Population,15.5,,
Lewis County,753041,Geographic HPSA,Mental Health,15,WA,Withdrawn,03/22/2010,07/02/2018,,Geographic Population,,,
Lincoln County,753043,Geographic HPSA,Mental Health,12,WA,Withdrawn,07/27/1994,07/02/2018,,Geographic Population,12.1,,
Longbranch,7533858603,Geographic HPSA,Mental Health,17,WA,Designated,10/20/2017,,,Geographic Population,8,,
Mason County,753045,Geographic HPSA,Mental Health,18,WA,Withdrawn,03/22/2010,07/02/2018,,Geographic Population,,,
Monroe/Sultan,7536318681,Geographic HPSA,Mental Health,12,WA,Designated,11/24/2017,,,Geographic Population,11.2,,
North Thurston County,7537057599,Geographic HPSA,Mental Health,14,WA,Designated,10/16/2017,,,Geographic Population,11.7,,
Northwest Snohomish,7534856546,Geographic HPSA,Mental Health,15,WA,Designated,09/15/2017,,,Geographic Population,11.3,,
Okanogan County,753047,Geographic HPSA,Mental Health,18,WA,Withdrawn,02/08/1979,07/02/2018,,Geographic Population,21.3,,
Okanogan County,7539095132,Geographic HPSA,Mental Health,19,WA,Designated,09/01/2017,,,Geographic Population,21.6,,
Pacific County,753049,Geographic HPSA,Mental Health,17,WA,Withdrawn,02/14/1980,07/02/2018,,Geographic Population,14.3,,
Pacific County,7531518387,Geographic HPSA,Mental Health,17,WA,Designated,09/01/2017,,,Geographic Population,17,,
Pend Oreille County,753051,Geographic HPSA,Mental Health,15,WA,Withdrawn,01/17/1980,07/02/2018,,Geographic Population,18,,
San Juan County,7537142861,Geographic HPSA,Mental Health,16,WA,Designated,02/16/2007,,,Geographic Population,11.3,,
Skagit County,753057,Geographic HPSA,Mental Health,12,WA,Withdrawn,03/28/2008,07/02/2018,,Geographic Population,11.9,,
Skamania County,7533027892,Geographic HPSA,Mental Health,13,WA,Designated,05/18/1993,,,Geographic Population,13.6,,
South Thurston County,7539935545,Geographic HPSA,Mental Health,15,WA,Designated,10/16/2017,,,Geographic Population,12.1,,
Southeast Spokane County,7534554928,Geographic HPSA,Mental Health,17,WA,Designated,12/15/2006,,,Geographic Population,8.6,,
Southwest Spokane,7531994622,Geographic HPSA,Mental Health,16,WA,Designated,12/22/2006,,,Geographic Population,18.1,,
Stevens County,7535593889,Geographic HPSA,Mental Health,18,WA,Designated,09/15/2017,,,Geographic Population,17.5,,
Stevens County,753065,Geographic HPSA,Mental Health,17,WA,Withdrawn,01/17/1980,07/02/2018,,Geographic Population,15.9,,
Thurston County,753067,Geographic HPSA,Mental Health,13,WA,Withdrawn,02/07/2005,06/25/2014,,Geographic Population,,,
Tri-Cities,7539995315,Geographic HPSA,Mental Health,17,WA,Withdrawn,03/04/1991,07/02/2018,,Geographic Population,13.8,,
Walla Walla County,753071,Geographic HPSA,Mental Health,17,WA,Withdrawn,09/20/2005,07/02/2018,,Geographic Population,15,,
Walla Walla County,7534809873,Geographic HPSA,Mental Health,17,WA,Designated,08/02/2017,,,Geographic Population,16.7,,
Whitman County,7538710704,Geographic HPSA,Mental Health,19,WA,Designated,09/15/2017,,,Geographic Population,32.7,,
Whitman County,753075,Geographic HPSA,Mental Health,16,WA,Withdrawn,01/17/1980,07/02/2018,,Geographic Population,25,,
Yakima County,7532781715,Geographic HPSA,Mental Health,18,WA,Designated,04/16/2008,,,Geographic Population,22.4,,
Ashland,755003,Geographic HPSA,Mental Health,0,WI,Withdrawn,12/19/2002,11/03/2011,,Geographic Population,,,
Buffalo,755011,Geographic HPSA,Mental Health,0,WI,Withdrawn,03/30/1998,11/03/2011,,Geographic Population,,,
Calumet,755015,Geographic HPSA,Mental Health,0,WI,Withdrawn,10/26/1983,09/20/1999,,Geographic Population,4.9,,
Catchment Area 10,7559995510,Geographic HPSA,Mental Health,0,WI,Withdrawn,09/25/1981,11/04/1985,,Geographic Population,0,,
Catchment Area 5,7559995505,Geographic HPSA,Mental Health,0,WI,Withdrawn,11/04/1985,03/30/1998,,Geographic Population,9.1,,
Dunn,755033,Geographic HPSA,Mental Health,12,WI,Withdrawn,04/16/2003,06/27/2013,,Geographic Population,,,
Fond Du Lac,755039,Geographic HPSA,Mental Health,0,WI,Withdrawn,09/14/2006,06/29/2012,,Geographic Population,,,
Inner City South Milwaukee,7559995551,Geographic HPSA,Mental Health,17,WI,Withdrawn,04/18/2003,06/27/2013,,Geographic Population,,,
Jefferson County,7556660867,Geographic HPSA,Mental Health,12,WI,Designated,10/26/1983,,,Geographic Population,11.2,,
Manitowoc County,755071,Geographic HPSA,Mental Health,13,WI,Withdrawn,03/12/2010,06/25/2014,,Geographic Population,,,
Monroe,755081,Geographic HPSA,Mental Health,16,WI,Withdrawn,10/26/1983,06/27/2013,,Geographic Population,,,
Oneida,755085,Geographic HPSA,Mental Health,15,WI,Withdrawn,01/22/1982,06/27/2013,,Geographic Population,,,
Pepin,755091,Geographic HPSA,Mental Health,9,WI,Withdrawn,09/25/1981,06/27/2013,,Geographic Population,,,
Pierce,755093,Geographic HPSA,Mental Health,0,WI,Withdrawn,12/20/2002,06/29/2012,,Geographic Population,,,
Racine City,7559995587,Geographic HPSA,Mental Health,15,WI,Withdrawn,10/07/2008,06/27/2013,,Geographic Population,,,
St. Croix,755109,Geographic HPSA,Mental Health,0,WI,Withdrawn,09/25/1981,11/03/2011,,Geographic Population,,,
Washington,755131,Geographic HPSA,Mental Health,0,WI,Withdrawn,10/26/1983,11/04/1985,,Geographic Population,3.2,,
Waushara County,7554134962,Geographic HPSA,Mental Health,11,WI,Designated,10/26/1983,,,Geographic Population,11.2,,
Boone,754005,Geographic HPSA,Mental Health,0,WV,Withdrawn,01/24/1989,12/31/1996,,Geographic Population,27,,
Catchment Area 202 (II-2),7549995401,Geographic HPSA,Mental Health,0,WV,Withdrawn,01/14/1980,07/15/1986,,Geographic Population,0,,
Central (VI-2),7549995402,Geographic HPSA,Mental Health,0,WV,Withdrawn,04/27/1979,11/03/2011,,Geographic Population,,,
Clay,754015,Geographic HPSA,Mental Health,0,WV,Withdrawn,01/24/1989,12/31/1996,,Geographic Population,39.2,,
Gilmer County,7546185270,Geographic HPSA,Mental Health,12,WV,Designated,07/18/2018,,,Geographic Population,26.1,,
Mason County,7541771672,Geographic HPSA,Mental Health,12,WV,Designated,08/24/2017,,,Geographic Population,17.9,,
Morgan County,7548962954,Geographic HPSA,Mental Health,14,WV,Designated,07/28/2017,,,Geographic Population,13.3,,
Northwood,7549995410,Geographic HPSA,Mental Health,0,WV,Withdrawn,09/08/1992,05/30/1997,,Geographic Population,16.8,,
Preston County,7547592737,Geographic HPSA,Mental Health,14,WV,Designated,12/29/2016,,,Geographic Population,14.1,,
Preston/Taylor,7549995404,Geographic HPSA,Mental Health,0,WV,Withdrawn,05/13/1980,11/03/2011,,Geographic Population,,,
Western District (V),7549995407,Geographic HPSA,Mental Health,0,WV,Withdrawn,07/15/1986,10/02/1995,,Geographic Population,14,,
Northern,7569995602,Geographic HPSA,Mental Health,0,WY,Withdrawn,04/04/1979,09/15/2000,,Geographic Population,10.9,,
Ketchikan Gateway Borough,702130,High Needs Geographic HPSA,Mental Health,0,AK,Withdrawn,05/11/2000,04/29/2011,,Geographic Population,,,
Prince of Wales/Outer Ketchikan,702201,High Needs Geographic HPSA,Mental Health,0,AK,Withdrawn,10/08/1999,04/29/2011,,Geographic Population,,,
Seward/Hope,7029990244,High Needs Geographic HPSA,Mental Health,0,AK,Withdrawn,03/14/2005,11/03/2010,,Geographic Population,,,
Southern Southeast Alaska,7023339606,High Needs Geographic HPSA,Mental Health,17,AK,Designated,04/29/2011,,,Geographic Population,12,,
Wrangell/Petersburg,702280,High Needs Geographic HPSA,Mental Health,0,AK,Withdrawn,04/12/2000,04/29/2011,,Geographic Population,,,
Baldwin County,7015764792,High Needs Geographic HPSA,Mental Health,5,AL,Designated,03/22/2013,,,Geographic Population,13.7,,
Catchment Area M-10,7012676012,High Needs Geographic HPSA,Mental Health,18,AL,Designated,08/09/1978,,,Geographic Population,28.8,,
Catchment Area M-18,7018940421,High Needs Geographic HPSA,Mental Health,18,AL,Designated,08/09/1978,,,Geographic Population,20.1,,
Catchment Area M-4,7016809486,High Needs Geographic HPSA,Mental Health,19,AL,Designated,08/09/1978,,,Geographic Population,21.9,,
Chambers/Lee/Russell/Tallapoosa - Mental Health Catchment Area 12,7018553630,High Needs Geographic HPSA,Mental Health,17,AL,Designated,08/09/1978,,,Geographic Population,22.9,,
Clay/Coosa/Randolph/Talladega Mental Health Catchment Area 9,7011435754,High Needs Geographic HPSA,Mental Health,18,AL,Designated,08/09/1978,,,Geographic Population,22.5,,
Colbert/Franklin/Lauderdale - Mental Health Catchment Area 1,7013297301,High Needs Geographic HPSA,Mental Health,11,AL,Designated,08/09/1978,,,Geographic Population,19.5,,
Cullman County - Mental Health Catchment Area 22,7015072532,High Needs Geographic HPSA,Mental Health,16,AL,Designated,05/17/2012,,,Geographic Population,18,,
Jackson/Marshall - Mental Health Catchment Area 20,7011479343,High Needs Geographic HPSA,Mental Health,15,AL,Designated,08/09/1978,,,Geographic Population,19.2,,
Mental Health Catchment Area 13,7014359397,High Needs Geographic HPSA,Mental Health,20,AL,Designated,11/30/2007,,,Geographic Population,36.9,,
