HPSA_Name,HPSA_ID,Designation_Type,HPSA_Discipline_Class,HPSA_Score,Primary_State_Abbreviation,HPSA_Status,HPSA_Designation_Date,Withdrawn_Date,County_Name,HPSA Population Type,pct_of_pop_below_poverty,Longitude,Latitude
Fort Yates PHS Indian Hospital,7389993816,Indian Health Service Facility,Mental Health,19,ND,Designated,10/26/2002,,Sioux County,,,-100.6522325,46.108698
Fort Yates PHS Indian Hospital,6389993811,Indian Health Service Facility,Dental Health,18,ND,Designated,10/26/2002,,Sioux County,,,-100.6522325,46.108698
Fort Yates PHS Indian Hospital,1389993841,Indian Health Service Facility,Primary Care,20,ND,Designated,10/26/2002,,Sioux County,,,-100.6522325,46.108698
Spirit Lake Tribe,6389993830,Indian Health Service Facility,Dental Health,18,ND,Designated,06/10/2015,,Benson County,,,-98.99628749,47.97697949
Spirit Lake Tribe,738999382E,Indian Health Service Facility,Mental Health,20,ND,Designated,06/10/2015,,Benson County,,,-98.99628749,47.97697949
Spirit Lake Tribe,1389993864,Indian Health Service Facility,Primary Care,19,ND,Designated,10/26/2002,,Benson County,,,-98.99628749,47.97697949
Carl T. Curtis Health Center,1319993177,Indian Health Service Facility,Primary Care,19,NE,Designated,10/26/2002,,Thurston County,,,-96.35382349,42.113049
Carl T. Curtis Health Center,6319993145,Indian Health Service Facility,Dental Health,20,NE,Designated,10/26/2002,,Thurston County,,,-96.35382349,42.113049
Winnebago PHS Indian Hospital,731999315D,Indian Health Service Facility,Mental Health,18,NE,Designated,08/27/2014,,Thurston County,,,-96.48216709,42.26452885
Winnebago PHS Indian Hospital,1319993142,Indian Health Service Facility,Primary Care,19,NE,Designated,10/26/2002,,Thurston County,,,-96.48216709,42.26452885
Winnebago PHS Indian Hospital,6319993124,Indian Health Service Facility,Dental Health,19,NE,Withdrawn,10/26/2002,,Thurston County,,,-96.48959299,42.237438
Acoma-Canoncito Laguna PHS Health Center,1359993558,Indian Health Service Facility,Primary Care,19,NM,Designated,10/26/2002,,Cibola County,,,-107.598644,35.082348
Acoma-Canoncito-Laguna PHS Health Center,7359993522,Indian Health Service Facility,Mental Health,21,NM,Designated,10/26/2002,,Cibola County,,,-107.598644,35.082348
Acoma-Canoncito-Laguna PHS Health Center,6359993530,Indian Health Service Facility,Dental Health,15,NM,Designated,10/26/2002,,Cibola County,,,-107.598644,35.082348
Albuquerque PHS Indian Hospital,7359993527,Indian Health Service Facility,Mental Health,18,NM,Designated,10/26/2002,,Bernalillo County,,,-106.6143266,35.0882608
Albuquerque PHS Indian Hospital,6359993535,Indian Health Service Facility,Dental Health,14,NM,Designated,10/26/2002,,Bernalillo County,,,-106.6143266,35.0882608
Albuquerque PHS Indian Hospital,1359993563,Indian Health Service Facility,Primary Care,14,NM,Designated,10/26/2002,,Bernalillo County,,,-106.6143266,35.0882608
Crownpoint Comprehensive Health Center,7359993525,Indian Health Service Facility,Mental Health,18,NM,Designated,10/26/2002,,McKinley County,,,-108.1531115,35.677797
Crownpoint Comprehensive Health Center,6359993533,Indian Health Service Facility,Dental Health,18,NM,Designated,10/26/2002,,McKinley County,,,-108.1531115,35.677797
Crownpoint Comprehensive Health Center,1359993561,Indian Health Service Facility,Primary Care,17,NM,Designated,10/26/2002,,McKinley County,,,-108.1531115,35.677797
Dzilth-Na-O-Dith-Hle PHS Indian Health Center,7359993504,Indian Health Service Facility,Mental Health,22,NM,Designated,10/22/2002,,San Juan County,,,-107.8346465,36.39406598
Dzilth-Na-O-Dith-Hle PHS Indian Health Center,6359993551,Indian Health Service Facility,Dental Health,22,NM,Designated,09/30/2005,,San Juan County,,,-107.8346465,36.39406598
Dzilth-Na-O-Dith-Hle PHS Indian Health Center,13599935B7,Indian Health Service Facility,Primary Care,18,NM,Designated,10/26/2002,,San Juan County,,,-107.8346465,36.39406598
Gallup Indian Medical Center,7359993526,Indian Health Service Facility,Mental Health,18,NM,Designated,10/26/2002,,McKinley County,,,-108.7290925,35.50836777
Gallup Indian Medical Center,6359993534,Indian Health Service Facility,Dental Health,18,NM,Designated,10/26/2002,,McKinley County,,,-108.7290925,35.50836777
Gallup Indian Medical Center,1359993562,Indian Health Service Facility,Primary Care,17,NM,Designated,10/26/2002,,McKinley County,,,-108.7290925,35.50836777
Jicarilla PHS Indian Health Center,7359993545,Indian Health Service Facility,Mental Health,21,NM,Designated,10/26/2002,,Rio Arriba County,,,-106.959718,36.90668316
Jicarilla PHS Indian Health Center,6359993555,Indian Health Service Facility,Dental Health,19,NM,Designated,10/26/2002,,Rio Arriba County,,,-106.959718,36.90668316
Jicarilla PHS Indian Health Center,13599935B5,Indian Health Service Facility,Primary Care,20,NM,Designated,10/26/2002,,Rio Arriba County,,,-106.959718,36.90668316
Mescalero PHS Indian Hospital,635999355H,Indian Health Service Facility,Dental Health,16,NM,Designated,10/20/2002,,Otero County,,,-105.7725073,33.15900668
Mescalero PHS Indian Hospital,13599935B3,Indian Health Service Facility,Primary Care,18,NM,Designated,10/26/2002,,Otero County,,,-105.7725073,33.15900668
Mescalero PHS Indian Hospital,7359993558,Indian Health Service Facility,Mental Health,20,NM,Designated,10/26/2002,,Otero County,,,-105.7725073,33.15900668
Northern Navajo Medical Center,7359993523,Indian Health Service Facility,Mental Health,18,NM,Designated,10/26/2002,,San Juan County,,,-108.718991,36.906603
Northern Navajo Medical Center,6359993531,Indian Health Service Facility,Dental Health,19,NM,Designated,10/26/2002,,San Juan County,,,-108.718991,36.906603
Northern Navajo Medical Center-Shiprock Service Un,1359993559,Indian Health Service Facility,Primary Care,18,NM,Designated,10/26/2002,,San Juan County,,,-108.718991,36.906603
Pueblo of Laguna of Community Health and Wellness,735999355E,Indian Health Service Facility,Mental Health,20,NM,Designated,02/07/2013,,Valencia County,,,-107.162209,34.95171574
Pueblo of Laguna of Community Health and Wellness,635999355M,Indian Health Service Facility,Dental Health,19,NM,Designated,02/07/2013,,Valencia County,,,-107.162209,34.95171574
Pueblo of Laguna of Community Health and Wellness,13599935CA,Indian Health Service Facility,Primary Care,18,NM,Designated,02/07/2013,,Valencia County,,,-107.162209,34.95171574
Pueblo Pintado Health Center,635999355R,Indian Health Service Facility,Dental Health,21,NM,Designated,02/16/2016,,McKinley County,,,-108.0957148,35.76150243
Pueblo Pintado Health Center,735999355J,Indian Health Service Facility,Mental Health,21,NM,Designated,02/16/2016,,McKinley County,,,-108.0957148,35.76150243
Pueblo Pintado Health Center,13599935CE,Indian Health Service Facility,Primary Care,18,NM,Designated,02/16/2016,,McKinley County,,,-108.0957148,35.76150243
Sante Fe PHS Indian Hospital,7359993528,Indian Health Service Facility,Mental Health,18,NM,Designated,10/26/2002,,Santa Fe County,,,-105.9696766,35.6668103
Sante Fe PHS Indian Hospital,6359993536,Indian Health Service Facility,Dental Health,20,NM,Designated,10/26/2002,,Santa Fe County,,,-105.9696766,35.6668103
Sante Fe PHS Indian Hospital,1359993564,Indian Health Service Facility,Primary Care,16,NM,Designated,10/26/2002,,Santa Fe County,,,-105.9696766,35.6668103
Taos PHS Indian Health Center,7359993549,Indian Health Service Facility,Mental Health,19,NM,Designated,03/09/2009,,Taos County,,,-105.5741125,36.4075845
Taos PHS Indian Health Center,13599935B4,Indian Health Service Facility,Primary Care,21,NM,Designated,10/26/2002,,Taos County,,,-105.5741125,36.4075845
Taos Picuris Health Center,735999355G,Indian Health Service Facility,Mental Health,21,NM,Designated,01/22/2016,,Taos County,,,-105.5592698,36.413838
Taos Picuris Health Center,635999355O,Indian Health Service Facility,Dental Health,20,NM,Designated,01/22/2016,,Taos County,,,-105.5592698,36.413838
Taos Picuris Health Center,13599935CC,Indian Health Service Facility,Primary Care,18,NM,Designated,01/22/2016,,Taos County,,,-105.5592698,36.413838
To'Hajiiilee Canoncito Health Center,635999355F,Indian Health Service Facility,Dental Health,20,NM,Designated,10/26/2002,,Bernalillo County,,,-106.9418866,35.03370919
To'Hajiilee Canoncito Health Center,735999355K,Indian Health Service Facility,Mental Health,21,NM,Designated,04/17/2018,,Bernalillo County,,,-107.1004433,35.0454195
To'Hajiilee Canoncito Health Center,13599935C5,Indian Health Service Facility,Primary Care,17,NM,Designated,10/26/2011,,Bernalillo County,,,-106.9418866,35.03370919
Tohatchi PHS Indian Health Center,635999355K,Indian Health Service Facility,Dental Health,14,NM,Designated,10/26/2002,,San Juan County,,,-108.3658225,36.15569754
Tohatchi PHS Indian Health Center,13599935B6,Indian Health Service Facility,Primary Care,17,NM,Designated,10/26/2002,,McKinley County,,,-108.752993,35.856789
Zuni PHS Indian Hospital,7359993524,Indian Health Service Facility,Mental Health,18,NM,Designated,10/26/2002,,McKinley County,,,-108.8188145,35.078559
Zuni PHS Indian Hospital,6359993532,Indian Health Service Facility,Dental Health,23,NM,Designated,10/26/2002,,McKinley County,,,-108.8188145,35.078559
Zuni PHS Indian Hospital,1359993560,Indian Health Service Facility,Primary Care,17,NM,Designated,10/26/2002,,McKinley County,,,-108.8188145,35.078559
Elko Health Center,7329993212,Indian Health Service Facility,Mental Health,0,NV,Designated,09/14/2007,,Elko County,,,-115.7649812,40.84751549
Elko Health Center,6329993241,Indian Health Service Facility,Dental Health,0,NV,Designated,09/14/2007,,Elko County,,,-115.7649812,40.84751549
Elko Health Center,1329993286,Indian Health Service Facility,Primary Care,18,NV,Designated,10/26/2002,,Elko County,,,-115.7649812,40.84751549
Fort McDermitt Tribal Health Center,6329993244,Indian Health Service Facility,Dental Health,18,NV,Designated,06/24/2010,,Humboldt County,,,-117.6460653,41.9642445
Fort McDermitt Tribal Health Center,1329993274,Indian Health Service Facility,Primary Care,18,NV,Designated,10/26/2002,,Humboldt County,,,-117.6460653,41.9642445
Moapa Health Clinic,7329993208,Indian Health Service Facility,Mental Health,19,NV,Designated,10/26/2002,,Clark County,,,-114.6426815,36.66366662
Moapa Health Clinic,1329993275,Indian Health Service Facility,Primary Care,20,NV,Designated,10/26/2002,,Clark County,,,-114.6426815,36.66366662
Moapa Health Clinic,6329993236,Indian Health Service Facility,Dental Health,18,NV,Designated,10/26/2002,,Clark County,,,-114.6426815,36.66366662
Owyhee Community Hospital,7329993214,Indian Health Service Facility,Mental Health,19,NV,Designated,09/14/2007,,Elko County,,,-115.7649812,40.84751549
Owyhee Community Hospital,6329993243,Indian Health Service Facility,Dental Health,18,NV,Designated,09/14/2007,,Elko County,,,-115.7649812,40.84751549
Anadarko PHS Indian Health Center,74099940BG,Indian Health Service Facility,Mental Health,12,OK,Withdrawn,10/26/2002,,Caddo County,,,-98.24455249,35.066571
Anadarko PHS Indian Health Center,640999409B,Indian Health Service Facility,Dental Health,15,OK,Designated,10/26/2002,,Caddo County,,,-98.24455249,35.066571
Anadarko PHS Indian Health Center,140999401Y,Indian Health Service Facility,Primary Care,18,OK,Designated,10/26/2002,,Caddo County,,,-98.24455249,35.066571
Carl Albert Indian Hospital,7409994033,Indian Health Service Facility,Mental Health,0,OK,Withdrawn,10/26/2002,,Pontotoc County,,,-96.65242646,34.78636863
Carl Albert Indian Hospital,6409994016,Indian Health Service Facility,Dental Health,0,OK,Withdrawn,10/26/2002,,Pontotoc County,,,-96.65242646,34.78636863
Carl Albert Indian Hospital,1409994086,Indian Health Service Facility,Primary Care,0,OK,Withdrawn,10/26/2002,,Pontotoc County,,,-96.65242646,34.78636863
Claremore Indian Hospital,7409994034,Indian Health Service Facility,Mental Health,14,OK,Designated,10/26/2002,,Rogers County,,,-95.62827808,36.31642233
Claremore Indian Hospital,6409994017,Indian Health Service Facility,Dental Health,19,OK,Designated,10/26/2002,,Rogers County,,,-95.62827808,36.31642233
Claremore Indian Hospital,1409994087,Indian Health Service Facility,Primary Care,16,OK,Designated,10/26/2002,,Rogers County,,,-95.62827808,36.31642233
Clinton PHS Indian Hospital,7409994035,Indian Health Service Facility,Mental Health,17,OK,Designated,10/26/2002,,Custer County,,,-98.93353382,35.51698699
Clinton PHS Indian Hospital,6409994018,Indian Health Service Facility,Dental Health,18,OK,Designated,10/26/2002,,Custer County,,,-98.93353382,35.51698699
Clinton PHS Indian Hospital,1409994088,Indian Health Service Facility,Primary Care,17,OK,Designated,10/26/2002,,Custer County,,,-98.93353382,35.51698699
El Reno PHS Indian Health Clinic,7409994065,Indian Health Service Facility,Mental Health,0,OK,Withdrawn,10/26/2002,,Canadian County,,,-97.94190934,35.50832483
El Reno PHS Indian Health Clinic,74099940CB,Indian Health Service Facility,Mental Health,19,OK,Designated,11/23/2011,,Canadian County,,,-97.94190934,35.50832483
El Reno PHS Indian Health Clinic,6409994078,Indian Health Service Facility,Dental Health,14,OK,Designated,10/26/2002,,Canadian County,,,-97.94190934,35.50832483
El Reno PHS Indian Health Clinic,140999400S,Indian Health Service Facility,Primary Care,16,OK,Designated,10/28/2002,,Canadian County,,,-97.94190934,35.50832483
Lawton PHS Indian Health Hospital,7409994031,Indian Health Service Facility,Mental Health,14,OK,Designated,10/26/2002,,Comanche County,,,-98.38573458,34.6231306
Lawton PHS Indian Health Hospital,6409994014,Indian Health Service Facility,Dental Health,14,OK,Designated,10/26/2002,,Comanche County,,,-98.38573458,34.6231306
Lawton PHS Indian Health Hospital,1409994084,Indian Health Service Facility,Primary Care,16,OK,Designated,10/26/2002,,Comanche County,,,-98.38573458,34.6231306
Okmulgee Health Center,74099940CG,Indian Health Service Facility,Mental Health,18,OK,Designated,10/26/2002,,Okmulgee County,,,-95.95401899,35.61001784
Okmulgee Health Center,640999409M,Indian Health Service Facility,Dental Health,18,OK,Designated,10/26/2002,,Okmulgee County,,,-95.95401899,35.61001784
Okmulgee Health Center,140999402F,Indian Health Service Facility,Primary Care,13,OK,Designated,10/26/2002,,Okmulgee County,,,-95.95401899,35.61001784
Pawnee PHS Indian Health Center,74099940C2,Indian Health Service Facility,Mental Health,16,OK,Designated,10/26/2002,,Pawnee County,,,-96.7900819,36.33420327
Pawnee PHS Indian Health Center,640999409E,Indian Health Service Facility,Dental Health,18,OK,Designated,10/26/2002,,Pawnee County,,,-96.7900819,36.33420327
Pawnee PHS Indian Health Center,140999401W,Indian Health Service Facility,Primary Care,17,OK,Designated,10/26/2002,,Pawnee County,,,-96.75663199,36.354786
Shawnee Health Center,640999409D,Indian Health Service Facility,Dental Health,6,OK,Designated,08/02/2011,,Pottawatomie County,,,-96.92612995,35.29190129
Shawnee Health Center,14099940N2,Indian Health Service Facility,Primary Care,9,OK,Designated,10/26/2002,,Pottawatomie County,,,-96.92612995,35.29190129
Wewoka PHS Indian Health Center,74099940A2,Indian Health Service Facility,Mental Health,20,OK,Designated,10/26/2002,,Seminole County,,,-96.49334956,35.16055762
Wewoka PHS Indian Health Center,6409994082,Indian Health Service Facility,Dental Health,18,OK,Designated,10/26/2002,,Seminole County,,,-96.49334956,35.16055762
Wewoka PHS Indian Health Center,140999401X,Indian Health Service Facility,Primary Care,18,OK,Designated,10/26/2002,,Seminole County,,,-96.49334956,35.16055762
Wilma P. Mankiller Health Center,640999409I,Indian Health Service Facility,Dental Health,14,OK,Designated,10/26/2002,,Washington County,,,-94.50370249,35.821959
Wilma P. Mankiller Health Center,140999402N,Indian Health Service Facility,Primary Care,16,OK,Designated,10/26/2002,,Washington County,,,-94.50370249,35.821959
Chemawa Indian Health Center,7419994163,Indian Health Service Facility,Mental Health,18,OR,Designated,10/26/2002,,Marion County,,,-123.02636,44.9794399
Chemawa Indian Health Center,64199941A5,Indian Health Service Facility,Dental Health,19,OR,Designated,10/26/2002,,Marion County,,,-123.02636,44.9794399
Chemawa Indian Health Center,141999413G,Indian Health Service Facility,Primary Care,16,OR,Designated,10/26/2002,,Marion County,,,-122.9854687,45.00440841
Fort McDermitt Tribal Health Center,7329993216,Indian Health Service Facility,Mental Health,17,OR,Designated,06/24/2010,,Humboldt County,,,-117.7092035,41.992215
Portland Area Office,7419994162,Indian Health Service Facility,Mental Health,0,OR,Designated,12/01/2007,,Multnomah County,,,-122.677522,45.51458007
Portland Area Office,64199941A3,Indian Health Service Facility,Dental Health,0,OR,Designated,12/01/2007,,Multnomah County,,,-122.677522,45.51458007
Portland Area Office,141999413V,Indian Health Service Facility,Primary Care,0,OR,Designated,12/01/2007,,Multnomah County,,,-122.677522,45.51458007
Warm Springs PHS Indian Health Center,7419994161,Indian Health Service Facility,Mental Health,20,OR,Designated,09/14/2007,,Wasco County,,,-121.2166925,44.867112
Warm Springs PHS Indian Health Center,64199941A2,Indian Health Service Facility,Dental Health,14,OR,Designated,09/14/2007,,Wasco County,,,-121.2166925,44.867112
Warm Springs PHS Indian Health Center,141999413F,Indian Health Service Facility,Primary Care,17,OR,Designated,10/26/2002,,Wasco County,,,-121.2166925,44.867112
Eagle Butte PHS Indian Hospital,7469994627,Indian Health Service Facility,Mental Health,22,SD,Designated,10/26/2002,,Dewey County,,,-101.2348035,44.99785771
Eagle Butte PHS Indian Hospital,6469994618,Indian Health Service Facility,Dental Health,20,SD,Designated,10/26/2002,,Dewey County,,,-101.23541,44.997702
Eagle Butte PHS Indian Hospital,1469994657,Indian Health Service Facility,Primary Care,19,SD,Designated,10/26/2002,,Dewey County,,,-101.23541,44.997702
Fort Thompson PHS Indian Hospital,7469994632,Indian Health Service Facility,Mental Health,21,SD,Designated,10/26/2002,,Buffalo County,,,-99.38296992,44.03645061
Fort Thompson PHS Indian Hospital,6469994623,Indian Health Service Facility,Dental Health,22,SD,Designated,10/26/2002,,Buffalo County,,,-99.47662099,44.07756
Fort Thompson PHS Indian Hospital,1469994662,Indian Health Service Facility,Primary Care,21,SD,Designated,10/26/2002,,Buffalo County,,,-99.47662099,44.07756
Kyle PHS Health Center,7469994629,Indian Health Service Facility,Mental Health,21,SD,Designated,10/26/2002,,Jackson County,,,-102.102704,43.434978
Kyle PHS Health Center,6469994620,Indian Health Service Facility,Dental Health,19,SD,Designated,10/26/2002,,Jackson County,,,-102.102704,43.434978
Kyle PHS Health Center,1469994659,Indian Health Service Facility,Primary Care,18,SD,Designated,10/26/2002,,Jackson County,,,-102.102704,43.434978
McLaughlin PHS Indian Dental Clinic,7469994647,Indian Health Service Facility,Mental Health,0,SD,Withdrawn,08/01/2009,,Corson County,,,-100.807803,45.81174268
McLaughlin PHS Indian Hospital,7469994628,Indian Health Service Facility,Mental Health,20,SD,Designated,10/26/2002,,Corson County,,,-100.8055201,45.80950358
McLaughlin PHS Indian Hospital,1469994658,Indian Health Service Facility,Primary Care,19,SD,Designated,10/26/2002,,Corson County,,,-100.8055201,45.80950358
McLaughlin PHS Indian Hospital,6469994619,Indian Health Service Facility,Dental Health,9,SD,Designated,10/26/2002,,Corson County,,,-100.8055201,45.80950358
McLaughlin PHS Indian Medical/Dental Clinic,6469994644,Indian Health Service Facility,Dental Health,17,SD,Designated,08/01/2009,,Corson County,,,-100.807803,45.81174268
McLaughlin PHS Indian Medical/Dental Clinic,1469994698,Indian Health Service Facility,Primary Care,17,SD,Designated,08/01/2009,,Corson County,,,-100.807803,45.81174268
Pine Ridge PHS Indian Hospital,7469994626,Indian Health Service Facility,Mental Health,20,SD,Designated,10/26/2002,,Oglala Lakota County,,,-102.7935358,43.18827522
Pine Ridge PHS Indian Hospital,6469994617,Indian Health Service Facility,Dental Health,24,SD,Designated,10/26/2002,,Oglala Lakota County,,,-102.7935358,43.18827522
Pine Ridge PHS Indian Hospital,1469994656,Indian Health Service Facility,Primary Care,19,SD,Designated,10/26/2002,,Oglala Lakota County,,,-102.7935358,43.18827522
Rapid City PHS Indian Health Hospital,7469994631,Indian Health Service Facility,Mental Health,18,SD,Designated,10/26/2002,,Pennington County,,,-103.2707069,44.07385787
Rapid City PHS Indian Health Hospital,1469994661,Indian Health Service Facility,Primary Care,16,SD,Designated,10/26/2002,,Pennington County,,,-103.2707069,44.07385787
Rapid City PHS Indian Health Hospital,6469994622,Indian Health Service Facility,Dental Health,23,SD,Designated,10/26/2002,,Pennington County,,,-103.2707069,44.07385787
Rosebud PHS Indian Hospital,7469994625,Indian Health Service Facility,Mental Health,11,SD,Designated,10/26/2002,,Todd County,,,-100.853153,43.232109
Rosebud PHS Indian Hospital,6469994616,Indian Health Service Facility,Dental Health,23,SD,Designated,10/26/2002,,Todd County,,,-100.853153,43.232109
Rosebud PHS Indian Hospital,1469994655,Indian Health Service Facility,Primary Care,21,SD,Designated,10/26/2002,,Todd County,,,-100.853153,43.232109
Sisseton PHS Indian Hospital,7469994633,Indian Health Service Facility,Mental Health,22,SD,Designated,10/26/2002,,Roberts County,,,-97.01579198,45.65565289
Sisseton PHS Indian Hospital,6469994624,Indian Health Service Facility,Dental Health,19,SD,Designated,10/26/2002,,Roberts County,,,-97.03942099,45.66417
Sisseton PHS Indian Hospital,1469994663,Indian Health Service Facility,Primary Care,18,SD,Designated,10/26/2002,,Roberts County,,,-97.03942099,45.66417
Wagner PHS Indian Hospital,7469994646,Indian Health Service Facility,Mental Health,25,SD,Designated,10/26/2002,,Charles Mix County,,,-98.29762274,43.08182503
Wagner PHS Indian Hospital,1469994687,Indian Health Service Facility,Primary Care,18,SD,Designated,10/26/2002,,Charles Mix County,,,-98.29762274,43.08182503
Wagner PHS Indian Hospital,6469994643,Indian Health Service Facility,Dental Health,19,SD,Designated,10/26/2002,,Charles Mix County,,,-98.29762274,43.08182503
Wanblee PHS Indian Health Center,7469994630,Indian Health Service Facility,Mental Health,17,SD,Designated,10/26/2002,,Jackson County,,,-101.7233225,43.50813
Wanblee PHS Indian Health Center,1469994660,Indian Health Service Facility,Primary Care,19,SD,Designated,10/26/2002,,Jackson County,,,-101.7233225,43.50813
Fort Duchesne PHS Indian Health Center,7499994916,Indian Health Service Facility,Mental Health,15,UT,Designated,10/26/2002,,Uintah County,,,-109.862891,40.301916
Fort Duchesne PHS Indian Health Center,6499994939,Indian Health Service Facility,Dental Health,18,UT,Designated,10/26/2002,,Uintah County,,,-109.862891,40.301916
Fort Duchesne PHS Indian Health Center,1499994961,Indian Health Service Facility,Primary Care,17,UT,Designated,10/26/2002,,Uintah County,,,-109.8247315,40.28741038
Colville PHS Indian Health Center,7539995350,Indian Health Service Facility,Mental Health,23,WA,Designated,10/26/2002,,Okanogan County,,,-118.9737515,48.1668631
Colville PHS Indian Health Center,6539995383,Indian Health Service Facility,Dental Health,23,WA,Designated,10/26/2002,,Okanogan County,,,-118.9737515,48.1668631
Colville PHS Indian Health Center,153999532Q,Indian Health Service Facility,Primary Care,18,WA,Designated,10/26/2002,,Okanogan County,,,-118.9737515,48.1668631
David C. Wynecoop Memorial Clinic,7539995397,Indian Health Service Facility,Mental Health,21,WA,Designated,09/14/2007,,Stevens County,,,-117.9881282,47.88764184
David C. Wynecoop Memorial Clinic,65399953E9,Indian Health Service Facility,Dental Health,24,WA,Designated,09/14/2007,,Stevens County,,,-117.9881282,47.88764184
David C. Wynecoop Memorial Clinic,15399953G9,Indian Health Service Facility,Primary Care,18,WA,Designated,10/26/2002,,Stevens County,,,-117.9881282,47.88764184
Quileute Clinic,65399953B2,Indian Health Service Facility,Dental Health,16,WA,Designated,10/26/2002,,Clallam County,,,-124.628912,47.903442
Quileute Clinic,7539995371,Indian Health Service Facility,Mental Health,16,WA,Designated,10/26/2002,,Clallam County,,,-124.628912,47.903442
Quileute Clinic,15399953J5,Indian Health Service Facility,Primary Care,15,WA,Designated,10/26/2002,,Clallam County,,,-124.628912,47.903442
Yakima Indian Health Center,7539995398,Indian Health Service Facility,Mental Health,22,WA,Designated,10/21/2002,,Yakima County,,,-120.3412231,46.3796123
Yakima Indian Health Center,65399953F1,Indian Health Service Facility,Dental Health,24,WA,Designated,10/21/2002,,Yakima County,,,-120.3412231,46.3796123
Yakima Indian Health Center,15399953M3,Indian Health Service Facility,Primary Care,19,WA,Designated,10/21/2002,,Yakima County,,,-120.3412231,46.3796123
Arapahoe PHS Indian Health Center,7569995613,Indian Health Service Facility,Mental Health,14,WY,Designated,10/26/2002,,Fremont County,,,-108.4854747,42.98515791
Arapahoe PHS Indian Health Center,6569995619,Indian Health Service Facility,Dental Health,18,WY,Designated,10/26/2002,,Fremont County,,,-108.4854747,42.98515791
Arapahoe PHS Indian Health Center,1569995636,Indian Health Service Facility,Primary Care,18,WY,Designated,10/26/2002,,Fremont County,,,-108.4854747,42.98515791
Ft. Washakie PHS Indian Health Center,7569995622,Indian Health Service Facility,Mental Health,20,WY,Designated,03/01/2006,,Fremont County,,,-108.8660825,42.997983
Ft. Washakie PHS Indian Health Center,6569995629,Indian Health Service Facility,Dental Health,16,WY,Designated,03/01/2006,,Fremont County,,,-108.8660825,42.997983
Ft. Washakie PHS Indian Health Center,1569995651,Indian Health Service Facility,Primary Care,16,WY,Designated,03/01/2006,,Fremont County,,,-108.8660825,42.997983
Alaska Native Medical Center,1029990275,Native American/Tribal Facility/Population,Primary Care,17,AK,Designated,10/26/2002,,Anchorage Borough,,,-149.8025979,61.18186042
Alaska Native Tribal Health Consortium,1029990276,Native American/Tribal Facility/Population,Primary Care,17,AK,Designated,10/26/2002,,Anchorage Borough,,,-149.8079551,61.18315056
Annette Island Service Unit/Metlakatla Indian Community,702999026K,Native American/Tribal Facility/Population,Mental Health,15,AK,Designated,02/15/2017,,Prince of Wales-Hyder Census Area,,,-131.5754782,55.12476526
Annette Island Service Unit/Metlakatla Indian Community,602999024G,Native American/Tribal Facility/Population,Dental Health,8,AK,Designated,02/15/2017,,Prince of Wales-Hyder Census Area,,,-131.5754782,55.12476526
Annette Island Service Unit/Metlakatla Indian Community,1029990291,Native American/Tribal Facility/Population,Primary Care,16,AK,Designated,10/26/2002,,Prince of Wales-Hyder Census Area,,,-131.5754782,55.12476526
Arctic Slope Native Association,1029990278,Native American/Tribal Facility/Population,Primary Care,17,AK,Designated,10/26/2002,,North Slope Borough,,,-156.792374,71.288826
Chickaloon Native Village,1029990280,Native American/Tribal Facility/Population,Primary Care,17,AK,Designated,10/26/2002,,Matanuska-Susitna Borough,,,-148.2896645,61.766124
Chief Andrew Isaac Health Center,1029990284,Native American/Tribal Facility/Population,Primary Care,20,AK,Designated,10/26/2002,,Fairbanks North Star Borough,,,-147.7367016,64.83053855
Chief Andrew Issac Health Center,702999026D,Native American/Tribal Facility/Population,Mental Health,21,AK,Designated,10/26/2002,,Fairbanks North Star Borough,,,-147.7367016,64.83053855
Chief Andrew Issac Health Center,6029990249,Native American/Tribal Facility/Population,Dental Health,19,AK,Designated,10/26/2002,,Fairbanks North Star Borough,,,-147.7367016,64.83053855
"Cook Inlet Tribal Council, Inc.",1029990273,Native American/Tribal Facility/Population,Primary Care,5,AK,Designated,10/26/2002,,Anchorage Borough,,,-149.886651,61.189947
Eklutna Health Clinic,702999026H,Native American/Tribal Facility/Population,Mental Health,20,AK,Designated,10/02/2002,,Anchorage Borough,,,-149.3617508,61.45871787
Eklutna Health Clinic,602999024D,Native American/Tribal Facility/Population,Dental Health,15,AK,Designated,10/02/2002,,Anchorage Borough,,,-149.3617508,61.45871787
Eklutna Health Clinic,10299902AB,Native American/Tribal Facility/Population,Primary Care,18,AK,Designated,10/02/2002,,Anchorage Borough,,,-149.3617508,61.45871787
Fairbanks Native Association,7029990240,Native American/Tribal Facility/Population,Mental Health,10,AK,Designated,12/07/2016,,Fairbanks North Star Borough,,,-147.7103422,64.84421754
Fairbanks Native Association,1029990285,Native American/Tribal Facility/Population,Primary Care,10,AK,Designated,10/26/2002,,Fairbanks North Star Borough,,,-147.7103422,64.84421754
Kanakanak Hospital,702999026E,Native American/Tribal Facility/Population,Mental Health,20,AK,Designated,10/16/2012,,Dillingham Census Area,,,-158.4600515,59.040429
Kanakanak Hospital,602999024A,Native American/Tribal Facility/Population,Dental Health,20,AK,Designated,10/16/2012,,Dillingham Census Area,,,-158.4600515,59.040429
Kanakanak Hospital,10299902AI,Native American/Tribal Facility/Population,Primary Care,13,AK,Designated,10/16/2012,,Dillingham Census Area,,,-158.4600515,59.040429
