HPSA_Name,HPSA_ID,Designation_Type,HPSA_Discipline_Class,HPSA_Score,Primary_State_Abbreviation,HPSA_Status,HPSA_Designation_Date,Withdrawn_Date,County_Name,HPSA Population Type,pct_of_pop_below_poverty,Longitude,Latitude
Sparrow Medical Group Carson,12699926EJ,Rural Health Clinic,Primary Care,9,MI,Designated,2/12/2004,,Montcalm County,,,-84.84287624,43.17684802
Gibson Family Health Clinic,126999267C,Rural Health Clinic,Primary Care,17,MI,Designated,12/16/2013,,Luce County,,,-85.51717846,46.35279099
Sparrow Medical Group Ithaca,12699926EC,Rural Health Clinic,Primary Care,6,MI,Designated,2/12/2004,,Gratiot County,,,-84.60560472,43.29230349
Baldwin Family Health,126999263T,Federally Qualified Health Center,Primary Care,15,MI,Designated,10/26/2002,,Lake County,,,-85.85153914,43.90344312
Gwinn,1269992654,Geographic HPSA,Primary Care,0,MI,Withdrawn,4/5/1983,10/28/2011,,Geographic Population,,,
Low Income - Sanilac County,126999262Q,HPSA Population,Primary Care,14,MI,Withdrawn,12/6/2000,7/1/2016,,Low Income Population HPSA,10.4,,
Otsego Memorial Hospital Medcare Rural Health Clinic-Gaylord,12699926K3,Rural Health Clinic,Primary Care,2,MI,Designated,8/9/2007,,Otsego County,,,-84.67319883,45.00288816
St. Joseph Health System Internal Medicine Clinic,126999266U,Rural Health Clinic,Primary Care,13,MI,Designated,11/15/2013,,Iosco County,,,-83.50934383,44.27675002
Kinross/Rudyard,1269992610,Geographic HPSA,Primary Care,0,MI,Withdrawn,10/10/1979,7/26/1989,,Geographic Population,,,
Henke/Merrill Clinic,12699926EG,Rural Health Clinic,Primary Care,0,MI,Withdrawn,12/23/2003,,Dickinson County,,,-88.04877063,45.8083916
Mayville Family Healthcare,126999267N,Rural Health Clinic,Primary Care,10,MI,Designated,1/9/2014,,Tuscola County,,,-83.33962914,43.33691212
Bay Care Medical Center,126999266V,Rural Health Clinic,Primary Care,4,MI,Designated,11/18/2013,,Alger County,,,-86.62581413,46.42391416
St. Joseph Health System Augres Family Clinic,12699926PW,Rural Health Clinic,Primary Care,10,MI,Designated,12/11/2012,,Arenac County,,,-83.67863222,44.04878654
Nordic Medical Center,12699926P2,Rural Health Clinic,Primary Care,3,MI,Designated,4/15/2011,,Dickinson County,,,-87.82925175,45.99645644
Alcona,126001,Geographic HPSA,Primary Care,0,MI,Withdrawn,5/31/1978,6/29/2012,,Geographic Population,,,
Omh Medical Group-Indian River Rural Health Clinic,126999262O,Rural Health Clinic,Primary Care,4,MI,Designated,10/10/2013,,Cheboygan County,,,-84.61348385,45.40867042
Mercy Health Physician Partners Hart Family Medical,1269992611,Rural Health Clinic,Primary Care,17,MI,Designated,4/30/2013,,Oceana County,,,-86.35714003,43.70280496
Nimkee Memorial Wellness Center,12699926G3,Native American/Tribal Facility/Population,Primary Care,14,MI,Designated,10/26/2002,,Isabella County,,,-84.70775365,43.60314677
Marlette/Kingston,1269992624,Geographic HPSA,Primary Care,0,MI,Withdrawn,8/2/1978,12/6/2000,,Geographic Population,16.6,,
Low Income - Chippewa County,1261553617,HPSA Population,Primary Care,16,MI,Designated,4/26/1996,,,Low Income Population HPSA,18.7,,
Mercy Health Physicians Partners-Sable Point Famil,12699926SJ,Rural Health Clinic,Primary Care,9,MI,Designated,11/27/2018,,Mason County,,,-86.42044383,43.95628348
Upper Peninsula Association of Rural Health,126999263R,Federally Qualified Health Center,Primary Care,10,MI,Designated,10/26/2002,,Marquette County,,,-87.39633862,46.54373332
Hackley Community Care Center,126999263Y,Federally Qualified Health Center,Primary Care,19,MI,Designated,10/26/2002,,Muskegon County,,,-86.24216429,43.202187
Community Care Clinic - Kinross,12699926QP,Rural Health Clinic,Primary Care,7,MI,Designated,1/8/2015,,Chippewa County,,,-84.46761308,46.2659144
Center for Family Health Inc.,126999263Q,Federally Qualified Health Center,Primary Care,18,MI,Designated,10/26/2002,,Jackson County,,,-84.44173438,42.27661423
Reading Health Clinic,126999262I,Rural Health Clinic,Primary Care,10,MI,Designated,7/24/2013,,Hillsdale County,,,-84.74785611,41.83956866
Sparta/Kent City/Cedar Springs,1269992638,Geographic HPSA,Primary Care,0,MI,Withdrawn,3/14/1980,12/31/1996,,Geographic Population,8.6,,
South Haven Community Hospital Rural Health Clinic,126999260K,Rural Health Clinic,Primary Care,11,MI,Designated,3/13/2013,,Van Buren County,,,-86.26411283,42.39135738
MacOmb Correctional Facility,1263696236,Correctional Facility,Primary Care,12,MI,Designated,10/16/1995,,Macomb County,,,-82.76134212,42.72017649
Primary Care Associates of Jonesville LLC,12699926PM,Rural Health Clinic,Primary Care,12,MI,Designated,7/17/2012,,Hillsdale County,,,-84.66385902,41.982933
Sparrow Medical Group-Portland,12699926RU,Rural Health Clinic,Primary Care,8,MI,Designated,5/18/2017,,Ionia County,,,-84.88207626,42.85677341
Presque Isle County,1267613209,Geographic HPSA,Primary Care,12,MI,Designated,12/17/2012,,,Geographic Population,13.7,,
Saginaw Correctional Facility,1265221337,Correctional Facility,Primary Care,3,MI,Designated,11/19/1999,,Saginaw County,,,-84.10513433,43.51024648
Sparrow Medical Group Stanton,12699926ER,Rural Health Clinic,Primary Care,9,MI,Designated,2/12/2004,,Montcalm County,,,-85.08482928,43.29734255
South Haven Community Hospital Cooper Rural Health Clinic,126999260L,Rural Health Clinic,Primary Care,11,MI,Designated,3/13/2013,,Van Buren County,,,-86.11192495,42.31416169
Springport Medical Clinic,12699926P9,Rural Health Clinic,Primary Care,6,MI,Designated,1/17/2012,,Jackson County,,,-84.69274414,42.37824964
Eastside Family Medical,12699926ET,Rural Health Clinic,Primary Care,12,MI,Designated,10/22/2003,,Mecosta County,,,-85.286538,43.59114111
Aspirus Crystal Falls Clinic,12699926RQ,Rural Health Clinic,Primary Care,15,MI,Designated,5/11/2017,,Iron County,,,-88.35309451,46.09777639
Spectrum Health Family Medicine - Pentwater,12699926QW,Rural Health Clinic,Primary Care,2,MI,Designated,12/2/2015,,Oceana County,,,-86.43296451,43.78744496
Great Lakes Bay Health Centers,126999263P,Federally Qualified Health Center,Primary Care,15,MI,Designated,10/26/2002,,Saginaw County,,,-83.9293205,43.431876
Superior Family Medical Associates,12699926J3,Rural Health Clinic,Primary Care,0,MI,Withdrawn,6/13/2007,10/10/2016,Chippewa County,,,-84.3501341,46.49740039
Brooks Correctional Facility,1263021216,Correctional Facility,Primary Care,12,MI,Designated,12/7/2015,,Muskegon County,,,-86.18463185,43.20762358
Spectrum Health Gerber Memorial Fam Medical - Fremont,12699926SG,Rural Health Clinic,Primary Care,12,MI,Designated,7/7/2017,,Newaygo County,,,-85.94961236,43.46707548
Cadillac Primary Care and Ob/Gyn,12699926SH,Rural Health Clinic,Primary Care,8,MI,Designated,9/11/2017,,Wexford County,,,-85.40325871,44.22319785
Midmichigan Medical Offices-Harrison,12699926Q4,Rural Health Clinic,Primary Care,10,MI,Designated,1/2/2013,,Clare County,,,-84.78788399,43.99844715
Aspirus Grand View Clinic - Ironwood,12699926QN,Rural Health Clinic,Primary Care,13,MI,Designated,12/31/2014,,Gogebic County,,,-90.10463373,46.47923003
Low Income - Grand Rapids Service Area,12699926PS,HPSA Population,Primary Care,16,MI,Withdrawn,11/29/2012,7/2/2018,,Low Income Population HPSA,,,
Cheboygan Medical Center,12699926H2,Rural Health Clinic,Primary Care,0,MI,Withdrawn,9/30/2006,,Cheboygan County,,,-84.47372731,45.64805406
Great Lakes Family Care,126999265G,Rural Health Clinic,Primary Care,0,MI,Withdrawn,10/29/2004,,Wexford County,,,-85.38443434,44.244503
Women's and Children's Health Services,12699926EL,Rural Health Clinic,Primary Care,2,MI,Designated,1/27/2004,,Cheboygan County,,,-84.48273869,45.63433027
Mendon Medical Care,126999265R,Rural Health Clinic,Primary Care,0,MI,Withdrawn,10/29/2003,,St. Joseph County,,,-85.46322049,42.008856
Aspirus Keweenaw Laurium Wellness Clinic,1269992632,Rural Health Clinic,Primary Care,2,MI,Designated,10/11/2013,,Houghton County,,,-88.44303483,47.2370443
Southwest Detroit Service Area,1263948863,High Needs Geographic HPSA,Primary Care,17,MI,Designated,7/18/2018,,,Geographic Population,33.7,,
Low Income/Migrant Farmworker - Ionia County,1269992699,HPSA Population,Primary Care,0,MI,Withdrawn,10/21/1994,10/12/2011,,Low Income Migrant Farmworker Population HPSA,,,
Hillsdale County,1264054814,High Needs Geographic HPSA,Primary Care,7,MI,Designated,5/9/2017,,,Geographic Population,20.1,,
Low Income - Flint,1269992689,HPSA Population,Primary Care,0,MI,Withdrawn,8/4/1994,6/29/2012,,Low Income Population HPSA,,,
The Family Health Center Portland,12699926P4,Rural Health Clinic,Primary Care,1,MI,Withdrawn,4/28/2011,,Ionia County,,,-84.88207626,42.85677341
Rose City/Lupton,1269992665,Geographic HPSA,Primary Care,0,MI,Withdrawn,1/10/1985,6/1/2000,,Geographic Population,24.4,,
Neighborhood Outreach Access to Health,12699926PE,Federally Qualified Health Center Look A Like,Primary Care,0,MI,Withdrawn,12/12/2011,,Saginaw County,,,-83.9293205,43.431876
Low Income - Dickinson County,126999260B,HPSA Population,Primary Care,0,MI,Withdrawn,11/18/1994,11/3/2011,,Low Income Population HPSA,,,
Low Income-Grand Rapids Service Area,1261817575,HPSA Population,Primary Care,18,MI,Proposed For Withdrawal,7/18/2018,,,Low Income Population HPSA,21.9,,
The Wellness Plan,12699926PL,Federally Qualified Health Center,Primary Care,17,MI,Designated,10/11/2011,,Wayne County,,,-83.07846402,42.37242015
Grand Island Chippewa Community Center,126999266I,Native American/Tribal Facility/Population,Primary Care,11,MI,Designated,1/27/2014,,Alger County,,,-86.66285518,46.41418445
Family Care Center-Centreville,12699926EK,Rural Health Clinic,Primary Care,1,MI,Designated,10/29/2003,,St. Joseph County,,,-85.51641049,41.919198
Mound Correctional Facility,12699926L7,Correctional Facility,Primary Care,9,MI,Withdrawn,4/28/2009,4/23/2013,Wayne County,,,-83.04337079,42.42366933
Munson Healthcare Manistee-Primary Care,12699926RZ,Rural Health Clinic,Primary Care,10,MI,Designated,5/30/2017,,Manistee County,,,-86.27477551,44.27213728
Spectrum Health Big Rapids Hospital Canadian Lakes,12699926QL,Rural Health Clinic,Primary Care,15,MI,Designated,12/31/2014,,Mecosta County,,,-85.28474914,43.59086882
Hannahville Indian Health Center,12699926G9,Native American/Tribal Facility/Population,Primary Care,15,MI,Designated,10/26/2002,,Menominee County,,,-87.34686109,45.65687397
Deckerville Healthcare Services Inc.,12699926RM,Rural Health Clinic,Primary Care,6,MI,Designated,11/21/2016,,Sanilac County,,,-82.73747201,43.52666079
Great Lakes Urgent Care,126999267G,Rural Health Clinic,Primary Care,5,MI,Designated,12/16/2013,,Mason County,,,-86.41747208,43.95618054
Sparrow Medical Group-Saranac,12699926RT,Rural Health Clinic,Primary Care,8,MI,Designated,5/18/2017,,Ionia County,,,-85.21335035,42.92997823
Low Income - Antrim/Charlevoix,12699926A1,HPSA Population,Primary Care,8,MI,Withdrawn,12/2/2005,10/25/2013,,Low Income Population HPSA,,,
Manistique Lakes Family Clinic,126999267D,Rural Health Clinic,Primary Care,5,MI,Designated,11/26/2013,,Mackinac County,,,-85.7493036,46.20561774
Otsego Memorial Hospital Rural Health-Center Ave,12699926K2,Rural Health Clinic,Primary Care,2,MI,Designated,8/9/2007,,Otsego County,,,-84.67392089,45.03532402
Menominee County,1265116274,Geographic HPSA,Primary Care,11,MI,Designated,9/14/2001,,,Geographic Population,15,,
Great Lakes Family Medicine,126999266K,Rural Health Clinic,Primary Care,0,MI,Withdrawn,11/1/2013,,Iosco County,,,-83.33011618,44.41733922
Lac Vieux Desert Health Clinic,12699926G8,Native American/Tribal Facility/Population,Primary Care,18,MI,Designated,10/26/2002,,Gogebic County,,,-89.32516099,46.245732
Osf St. Francis Women's Center,12699926K6,Rural Health Clinic,Primary Care,13,MI,Designated,8/29/2007,,Delta County,,,-87.09546962,45.74565812
Spectrum Health United Hospital Family Medicine and Ob/Gyn,126999262D,Rural Health Clinic,Primary Care,10,MI,Designated,6/13/2013,,Montcalm County,,,-85.2704128,43.17557938
Montmorency County,126119,Geographic HPSA,Primary Care,16,MI,Withdrawn,5/1/2012,6/26/2017,,Geographic Population,,,
Alcona Health Center,126999264E,Federally Qualified Health Center,Primary Care,14,MI,Designated,10/26/2002,,Alcona County,,,-83.40298351,44.65920148
McKenzie Rural Health Clinic,12699926RS,Rural Health Clinic,Primary Care,11,MI,Designated,5/12/2017,,Sanilac County,,,-82.84033695,43.42224795
Union City Medical Center,126999267P,Rural Health Clinic,Primary Care,0,MI,Designated,2/7/2014,,Branch County,,,-85.16330999,42.06862251
Inter-Tribal Council of Michigan Inc.,12699926G1,Native American/Tribal Facility/Population,Primary Care,17,MI,Designated,10/26/2002,,Chippewa County,,,-84.35402855,46.46416207
Shgm Ob/Gyn,1269992612,Rural Health Clinic,Primary Care,1,MI,Designated,5/29/2013,,Newaygo County,,,-85.95072565,43.46572234
Low Income Branch County,1269155360,HPSA Population,Primary Care,11,MI,Designated,10/20/2016,,,Low Income Population HPSA,18.1,,
Aspirus Keweenaw Medical Arts Clinic,126999263D,Rural Health Clinic,Primary Care,1,MI,Designated,10/11/2013,,Houghton County,,,-88.57440889,47.1220628
Midmichigan Health Family Practice Center Alma,12699926RX,Rural Health Clinic,Primary Care,6,MI,Designated,5/22/2017,,Gratiot County,,,-84.65997117,43.39169336
Dchs After Hours Care,12699926Q6,Rural Health Clinic,Primary Care,13,MI,Designated,1/3/2013,,Dickinson County,,,-88.04570896,45.80838105
Kalkaska Memorial Health Center,12699926ED,Rural Health Clinic,Primary Care,2,MI,Designated,10/20/2004,,Kalkaska County,,,-85.18311369,44.7316935
Wayne County Jail,1269992630,Correctional Facility,Primary Care,0,MI,Withdrawn,7/25/1978,8/30/1984,,,,-84.19669749,44.12519983
Pokagon Band of Potawatomi Health Services,12699926EZ,Native American/Tribal Facility/Population,Primary Care,17,MI,Designated,10/26/2002,,Cass County,,,-86.11154179,41.9863051
Bronson Lakeview Family Care-Paw Paw,12699926OW,Rural Health Clinic,Primary Care,3,MI,Designated,10/25/2010,,Van Buren County,,,-85.89944051,42.20303495
Baraga Maximum Correctional,12699926K8,Correctional Facility,Primary Care,3,MI,Withdrawn,4/14/2009,6/27/2013,Baraga County,,,-88.5108894,46.76469499
Low Income-Redford/Dearborn/Taylor Service Area,1261428461,HPSA Population,Primary Care,20,MI,Designated,7/18/2018,,,Low Income Population HPSA,22,,
Spectrum Health Pennock Family Internal and Pediati,1269992600,Rural Health Clinic,Primary Care,9,MI,Designated,5/12/2017,,Barry County,,,-85.30420184,42.64337096
Omh Medical Group Lewiston Rural Health Clinic,126999260O,Rural Health Clinic,Primary Care,16,MI,Designated,3/13/2013,,Montmorency County,,,-84.29866125,44.88468325
Detroit Health Care for the Homeless,126999264C,Federally Qualified Health Center,Primary Care,20,MI,Designated,10/26/2002,,Wayne County,,,-83.09688287,42.36163053
Spectrum Health Hospital Internal Medicine - Ludington,12699926RK,Rural Health Clinic,Primary Care,2,MI,Designated,11/3/2016,,Mason County,,,-86.42912898,43.95718016
Prescott Clinic Primary Care,126999265Y,Rural Health Clinic,Primary Care,1,MI,Designated,9/27/2004,,Ogemaw County,,,-83.92973944,44.1926653
Match-East-Be-Nash-She-Wish Pottawatomi,12699926EY,Native American/Tribal Facility/Population,Primary Care,18,MI,Designated,10/26/2002,,Allegan County,,,-85.76563399,42.722403
Portage Health Medical Group-Hancock Clinic,126999265H,Rural Health Clinic,Primary Care,18,MI,Withdrawn,10/21/2013,10/23/2018,Houghton County,,,-88.58668022,47.14128849
Low Income - Luce County,1262774954,HPSA Population,Primary Care,17,MI,Designated,9/22/2006,,,Low Income Population HPSA,19.9,,
Borgess Lee Medical Group-Pediatric Clinic,12699926PO,Rural Health Clinic,Primary Care,2,MI,Designated,8/22/2012,,Cass County,,,-86.11486508,41.98403649
Earnest C Brooks Correctional,12699926L8,Correctional Facility,Primary Care,3,MI,Withdrawn,4/28/2009,6/27/2013,Muskegon County,,,-86.18463185,43.20762358
Ryan Correctional Facility,126999261C,Correctional Facility,Primary Care,9,MI,Withdrawn,3/11/1996,6/27/2013,Wayne County,,,-83.06258578,42.42318001
Spectrum Health Evart Family Practice,12699926OO,Rural Health Clinic,Primary Care,15,MI,Designated,6/3/2010,,Osceola County,,,-85.27627468,43.90147147
Manistique Tribal Health Clinic,12699926P5,Native American/Tribal Facility/Population,Primary Care,15,MI,Designated,10/26/2002,,Schoolcraft County,,,-86.19172614,45.99740323
Dickinson Internal Medicine/Nephrology Clinic,126999268C,Rural Health Clinic,Primary Care,17,MI,Designated,7/25/2014,,Dickinson County,,,-88.04877063,45.8083916
Primary Care Inc.,126999267A,Rural Health Clinic,Primary Care,2,MI,Designated,11/22/2013,,Ogemaw County,,,-84.0707341,44.18544576
Dickinson Family Practice Clinic,12699926P3,Rural Health Clinic,Primary Care,3,MI,Designated,4/15/2011,,Dickinson County,,,-88.0806891,45.80420495
Mt. Carmel Mercy Hospital,1269992601,Other Facility,Primary Care,0,MI,Withdrawn,12/15/1978,8/30/1984,,,,-84.19669749,44.12519983
Mercy Primary Care Associates,126999265Z,Rural Health Clinic,Primary Care,7,MI,Designated,1/31/2004,,Roscommon County,,,-84.68995058,44.29865748
Kalkaska Family Practice Primary Care-Mancelona,12699926EA,Rural Health Clinic,Primary Care,10,MI,Designated,10/20/2003,,Antrim County,,,-85.06908,44.90233047
Spectrum Health Pennock Family Medicine – Ionia,12699926QY,Rural Health Clinic,Primary Care,15,MI,Designated,12/14/2015,,Ionia County,,,-85.07477134,42.94645648
Dickinson Family and Geriatric Clinic,12699926Q0,Rural Health Clinic,Primary Care,0,MI,Designated,1/2/2013,,Dickinson County,,,-87.90736701,45.78493014
Midmichigan Health Services,126999263V,Federally Qualified Health Center,Primary Care,14,MI,Designated,10/26/2002,,Roscommon County,,,-84.79841246,44.33585851
Nottawaseppi Huron Band of the Potawatomi-Grand Ra,126999260I,Native American/Tribal Facility/Population,Primary Care,18,MI,Designated,3/1/2013,,Kent County,,,-85.66103428,42.96020553
Spectrum Health United Hospital IM Ped and Amp; Spec Clinic,12699926RI,Rural Health Clinic,Primary Care,6,MI,Designated,7/19/2016,,Montcalm County,,,-85.27975816,43.17276036
Sheridan Care,126999267T,Rural Health Clinic,Primary Care,9,MI,Designated,3/13/2014,,Montcalm County,,,-85.0747902,43.21568683
Spectrum Health Tustin Family Practice,12699926OM,Rural Health Clinic,Primary Care,16,MI,Designated,8/6/2010,,Osceola County,,,-85.45872228,44.10280514
Huron Potawatomi Band,12699926P6,Native American/Tribal Facility/Population,Primary Care,6,MI,Designated,10/26/2003,,Calhoun County,,,-85.22845238,42.31813252
Riverside Family Practice,12699926PB,Rural Health Clinic,Primary Care,13,MI,Designated,2/1/2012,,Eaton County,,,-84.65792271,42.49526919
Cass City Medical Practice,1269992661,Rural Health Clinic,Primary Care,14,MI,Designated,10/22/2013,,Tuscola County,,,-83.18146936,43.60473184
Hillsdale Medical Associates,126999265K,Rural Health Clinic,Primary Care,2,MI,Designated,9/23/2004,,Hillsdale County,,,-84.62300686,41.90281276
Genesee County Community Mental Health,12699926PU,Federally Qualified Health Center,Primary Care,17,MI,Designated,6/1/2012,,Genesee County,,,-83.69995503,43.02018418
Low Income - South Flint/Burton,126999263L,HPSA Population,Primary Care,0,MI,Withdrawn,5/2/2002,11/3/2011,,Low Income Population HPSA,,,
Low Income - Gwinn,1269132563,HPSA Population,Primary Care,15,MI,Designated,10/28/2011,,,Low Income Population HPSA,20.3,,
Riverside Medical Associates Primary Care,12699926J5,Rural Health Clinic,Primary Care,3,MI,Designated,4/26/2007,,Chippewa County,,,-84.35024832,46.49701926
Low Income - Otsego County,126999261W,HPSA Population,Primary Care,0,MI,Withdrawn,2/6/1998,11/3/2011,,Low Income Population HPSA,,,
Beaver Island Rural Health Center,126999266Q,Rural Health Clinic,Primary Care,5,MI,Designated,11/6/2013,,Charlevoix County,,,-85.52567066,45.73647133
St. Joseph's Health Systems-Oscoda Health Park,126999266O,Rural Health Clinic,Primary Care,12,MI,Designated,11/1/2013,,Iosco County,,,-83.32924597,44.45298292
Western Wayne Family Health,12699926H9,Federally Qualified Health Center Look A Like,Primary Care,0,MI,Withdrawn,2/13/2007,,Wayne County,,,-83.31310615,42.29244409
Packard Health Inc.,12699926QM,Federally Qualified Health Center Look A Like,Primary Care,14,MI,Designated,12/22/2014,,Washtenaw County,,,-83.69659133,42.24509453
Munson Healthcare Manistee-Family Care,12699926AD,Rural Health Clinic,Primary Care,10,MI,Designated,6/15/2017,,Manistee County,,,-86.27604689,44.27186571
East Jordan Family Health,126999263U,Federally Qualified Health Center,Primary Care,15,MI,Designated,10/26/2002,,Charlevoix County,,,-85.13753399,45.15049649
Spectrum Health Big Rapids Ob/Gyn,12699926QR,Rural Health Clinic,Primary Care,8,MI,Designated,7/1/2015,,Mecosta County,,,-85.47397103,43.69435753
Smg Practice,126999264R,Rural Health Clinic,Primary Care,13,MI,Designated,10/18/2013,,St. Joseph County,,,-85.39813773,41.80175761
Cass City Family Practice,12699926QD,Rural Health Clinic,Primary Care,8,MI,Designated,11/10/2014,,Tuscola County,,,-83.18474932,43.60902296
Mercy Primary Care Association/Roscommon CPS,12699926EQ,Rural Health Clinic,Primary Care,3,MI,Designated,1/31/2004,,Roscommon County,,,-84.59687552,44.49236341
Sparrow Medical Group Ashley,126999265B,Rural Health Clinic,Primary Care,10,MI,Designated,2/12/2004,,Gratiot County,,,-84.47522919,43.18389836
Three Rivers Health,12699926L5,Rural Health Clinic,Primary Care,13,MI,Designated,2/9/2009,,St. Joseph County,,,-85.61520003,41.94743753
Borgess Lee Medical Group-Cassopolis Clinic,12699926PQ,Rural Health Clinic,Primary Care,12,MI,Designated,8/22/2012,,Cass County,,,-86.01246405,41.911209
Family Medicine Clinic,126999267R,Rural Health Clinic,Primary Care,14,MI,Designated,2/7/2014,,Branch County,,,-84.98630751,41.93821152
Osf Medical Group-Gladstone,12699926K5,Rural Health Clinic,Primary Care,13,MI,Designated,8/29/2007,,Delta County,,,-87.00693451,45.84725567
Covenant Community Care Inc.,12699926F9,Federally Qualified Health Center,Primary Care,18,MI,Designated,9/30/2007,,Wayne County,,,-83.09052062,42.32451078
Community Medical Center,12699926QA,Rural Health Clinic,Primary Care,12,MI,Designated,2/7/2013,,Berrien County,,,-86.25051211,42.18499988
Borgess Lee Medical Group-Division Street Clinic,12699926EP,Rural Health Clinic,Primary Care,2,MI,Designated,11/13/2003,,Cass County,,,-86.11294253,41.98379715
Grand Traverse Ottawa and Chippewa,12699926G2,Native American/Tribal Facility/Population,Primary Care,17,MI,Designated,10/26/2002,,Leelanau County,,,-85.61218334,45.01434533
Sturgis Pediatrics,126999264O,Rural Health Clinic,Primary Care,15,MI,Designated,10/17/2013,,St. Joseph County,,,-85.4005757,41.80141719
Allegan Medical Clinic,12699926A7,Rural Health Clinic,Primary Care,13,MI,Designated,11/19/2003,,Allegan County,,,-85.85699392,42.51996864
Memorial Medical Center of West Michigan Dba Spectrum Health Hart Family Medicine,12699926QS,Rural Health Clinic,Primary Care,6,MI,Designated,7/1/2015,,Oceana County,,,-86.37806757,43.69045571
Munson Healthcare Manistee-Family Care,12699926RY,Rural Health Clinic,Primary Care,10,MI,Designated,5/30/2017,,Manistee County,,,-86.27604689,44.27186571
Charter County of Wayne,12699926PT,Federally Qualified Health Center,Primary Care,19,MI,Designated,6/1/2012,,Wayne County,,,-83.04630796,42.32942599
Urgent Care Occupational Health,12699926QB,Rural Health Clinic,Primary Care,7,MI,Designated,2/27/2013,,Gratiot County,,,-84.66091199,43.39179951
Low Income - Isabella County,1269385823,HPSA Population,Primary Care,17,MI,Designated,1/31/1992,,,Low Income Population HPSA,31.7,,
Dickinson Pediatric Clinic,12699926Q1,Rural Health Clinic,Primary Care,3,MI,Designated,1/2/2013,,Dickinson County,,,-88.04877063,45.8083916
Munson Healthcare Manistee-OB/GYN,12699926SA,Rural Health Clinic,Primary Care,10,MI,Designated,5/30/2017,,Manistee County,,,-86.27769907,44.27160265
Low Income - Crawford County,126999261F,HPSA Population,Primary Care,0,MI,Withdrawn,7/12/1996,4/11/2012,,Low Income Population HPSA,,,
Carleton,1269992604,Geographic HPSA,Primary Care,0,MI,Withdrawn,7/21/1978,11/3/2011,,Geographic Population,,,
Isabella Citizens for Health Inc.,12699926QQ,Federally Qualified Health Center,Primary Care,13,MI,Designated,10/1/2014,,Isabella County,,,-84.75398995,43.59821416
Eaton,126045,Geographic HPSA,Primary Care,0,MI,Withdrawn,10/18/1978,6/3/1981,,Geographic Population,5,,
Oaks Correctional Facility,1265467685,Correctional Facility,Primary Care,3,MI,Designated,11/16/2010,,Manistee County,,,-86.27582745,44.24104518
Pine Medical Group Primary Care,12699926L4,Rural Health Clinic,Primary Care,3,MI,Designated,12/1/2008,,Newaygo County,,,-85.9498351,43.46439448
Caro/Otter Lake/North Branch Service Area,1261350777,Geographic HPSA,Primary Care,9,MI,Designated,7/30/2001,,,Geographic Population,13.7,,
Coloma Medical Center,12699926Q8,Rural Health Clinic,Primary Care,12,MI,Designated,1/29/2013,,Berrien County,,,-86.29566756,42.19336618
Wellston Medical Center,12699926OX,Rural Health Clinic,Primary Care,2,MI,Designated,10/27/2010,,Manistee County,,,-85.96006224,44.22528253
Spectrum Health Hospital Family Medicine - Ludington,12699926RJ,Rural Health Clinic,Primary Care,2,MI,Designated,11/3/2016,,Mason County,,,-86.42923843,43.95711312
Nottawaseppi Huron Band of Potawatomi Southern Hlt,12699926EW,Native American/Tribal Facility/Population,Primary Care,18,MI,Designated,10/26/2002,,Calhoun County,,,-85.22845238,42.31813252
Bronson Lakeview Family Care - Mattawan,12699926OS,Rural Health Clinic,Primary Care,3,MI,Designated,10/25/2010,,Van Buren County,,,-85.78552724,42.22890834
Shelby Family Care,12699926OP,Rural Health Clinic,Primary Care,2,MI,Designated,10/15/2010,,Oceana County,,,-86.36547388,43.60747247
Colon Medical Clinic,12699926QH,Rural Health Clinic,Primary Care,13,MI,Designated,12/17/2014,,St. Joseph County,,,-85.32528745,41.95674478
Internal Medicine Services,12699926EM,Rural Health Clinic,Primary Care,2,MI,Designated,1/27/2004,,Cheboygan County,,,-84.48084985,45.63107861
Spectrum Health Gerber Memorial Family Medicine Newaygo,12699926QT,Rural Health Clinic,Primary Care,14,MI,Designated,10/20/2015,,Newaygo County,,,-85.80014616,43.40733347
J.N. Patel MD,12699926EF,Rural Health Clinic,Primary Care,2,MI,Designated,11/13/2004,,Cass County,,,-86.1148949,41.98395071
Marquette Branch Prison,1269992650,Correctional Facility,Primary Care,0,MI,Withdrawn,6/18/1982,11/3/2011,,,,-84.19669749,44.12519983
Hartford Medical Center,12699926Q9,Rural Health Clinic,Primary Care,12,MI,Designated,1/30/2013,,Van Buren County,,,-86.16665394,42.2009285
St. Louis Correctional Facility,1265619574,Correctional Facility,Primary Care,12,MI,Designated,4/14/2009,,Gratiot County,,,-84.5926613,43.41154949
Alger Max Facility,1269992697,Correctional Facility,Primary Care,6,MI,Withdrawn,10/20/1994,6/27/2013,Alger County,,,-86.63611831,46.38009318
Mycare Health Center,126999268A,Federally Qualified Health Center,Primary Care,14,MI,Designated,11/1/2013,,Macomb County,,,-82.87558452,42.59857876
St. Joseph Health System Pediatrics,126999266S,Rural Health Clinic,Primary Care,12,MI,Designated,11/15/2013,,Iosco County,,,-83.53522979,44.27990219
Hale St. Joseph Medical Clinic,12699926Q7,Rural Health Clinic,Primary Care,14,MI,Withdrawn,1/29/2013,,Iosco County,,,-83.80618145,44.37715176
Covered Bridge Healthcare of St. Joseph County in,12699926EH,Federally Qualified Health Center,Primary Care,17,MI,Designated,9/18/2017,,St. Joseph County,,,-85.51392124,41.92308548
