HPSA_Name,HPSA_ID,Designation_Type,HPSA_Discipline_Class,HPSA_Score,Primary_State_Abbreviation,HPSA_Status,HPSA_Designation_Date,Withdrawn_Date,County_Name,HPSA Population Type,pct_of_pop_below_poverty,Longitude,Latitude
Loris-Aynor,6459994512,Geographic HPSA,Dental Health,0,SC,Withdrawn,06/30/1993,09/20/1999,,Geographic Population,24.7,,
Low Income - Laurens County,6459994577,Geographic HPSA,Dental Health,11,SC,Withdrawn,12/01/2005,08/27/2013,,Geographic Population,,,
McClellanville/Sampit-Santee,6459994513,Geographic HPSA,Dental Health,0,SC,Withdrawn,06/30/1993,09/20/1999,,Geographic Population,22.1,,
Olanta,6459994514,Geographic HPSA,Dental Health,0,SC,Withdrawn,06/30/1993,09/20/1999,,Geographic Population,28,,
Richburg,6459994506,Geographic HPSA,Dental Health,0,SC,Withdrawn,11/02/1981,10/11/1984,,Geographic Population,16,,
Saluda County,645081,Geographic HPSA,Dental Health,8,SC,Withdrawn,08/02/1978,06/26/2017,,Geographic Population,15.6,,
Sandhills,6459994515,Geographic HPSA,Dental Health,0,SC,Withdrawn,06/30/1993,09/20/1999,,Geographic Population,20.8,,
Sea Islands,6459994503,Geographic HPSA,Dental Health,0,SC,Withdrawn,09/01/1978,08/14/2000,,Geographic Population,12.4,,
Sheldon,6459994517,Geographic HPSA,Dental Health,0,SC,Withdrawn,06/30/1993,09/20/1999,,Geographic Population,39.4,,
Smoaks/Lodge,6459994510,Geographic HPSA,Dental Health,0,SC,Withdrawn,06/30/1993,03/19/1998,,Geographic Population,16.8,,
Southwest York County,6455977867,Geographic HPSA,Dental Health,12,SC,Designated,11/15/2013,,,Geographic Population,18.4,,
Springfield,6459994516,Geographic HPSA,Dental Health,0,SC,Withdrawn,06/30/1993,09/20/1999,,Geographic Population,24.6,,
St George,6459994518,Geographic HPSA,Dental Health,0,SC,Withdrawn,02/16/1995,08/14/2000,,Geographic Population,23.2,,
Aurora,646003,Geographic HPSA,Dental Health,0,SD,Withdrawn,08/30/1978,08/13/1984,,Geographic Population,23,,
Buffalo,646017,Geographic HPSA,Dental Health,0,SD,Withdrawn,08/30/1978,05/30/1997,,Geographic Population,54.5,,
Campbell County,6467304696,Geographic HPSA,Dental Health,4,SD,Designated,11/21/2013,,,Geographic Population,12.8,,
Charles Mix,646023,Geographic HPSA,Dental Health,0,SD,Withdrawn,08/30/1978,01/19/1981,,Geographic Population,28,,
Custer County,6468611773,Geographic HPSA,Dental Health,11,SD,Designated,11/14/2011,,,Geographic Population,10,,
Day County,6463205083,Geographic HPSA,Dental Health,19,SD,Designated,06/06/2002,,,Geographic Population,22.4,,
De Smet Service Area,6469994608,Geographic HPSA,Dental Health,10,SD,Proposed For Withdrawal,06/05/2002,,,Geographic Population,10.9,,
Deuel,646039,Geographic HPSA,Dental Health,0,SD,Withdrawn,08/30/1978,01/19/1981,,Geographic Population,23,,
Edmunds,646045,Geographic HPSA,Dental Health,0,SD,Withdrawn,08/30/1978,01/19/1981,,Geographic Population,24,,
Faith,6469994605,Geographic HPSA,Dental Health,5,SD,Proposed For Withdrawal,12/21/1992,,,Geographic Population,14.6,,
Faulk,646049,Geographic HPSA,Dental Health,0,SD,Withdrawn,08/30/1978,01/19/1981,,Geographic Population,30,,
Haakon,646055,Geographic HPSA,Dental Health,0,SD,Withdrawn,08/30/1978,01/19/1981,,Geographic Population,20,,
Hanson,646061,Geographic HPSA,Dental Health,0,SD,Withdrawn,08/30/1978,01/19/1981,,Geographic Population,31,,
Jones County,646075,Geographic HPSA,Dental Health,8,SD,Withdrawn,03/19/2003,07/02/2018,,Geographic Population,8.9,,
Marshall County,6465136595,Geographic HPSA,Dental Health,16,SD,Designated,10/27/2017,,,Geographic Population,15.1,,
Moody,646101,Geographic HPSA,Dental Health,0,SD,Withdrawn,08/30/1978,08/13/1984,,Geographic Population,15,,
Roberts County,6468162509,Geographic HPSA,Dental Health,15,SD,Designated,08/30/1978,,,Geographic Population,21.2,,
Sanborn,646111,Geographic HPSA,Dental Health,0,SD,Withdrawn,08/30/1978,05/30/1997,,Geographic Population,30.2,,
Sully,646119,Geographic HPSA,Dental Health,0,SD,Withdrawn,08/30/1978,08/13/1984,,Geographic Population,21,,
Turner,646125,Geographic HPSA,Dental Health,0,SD,Withdrawn,04/10/2001,06/29/2012,,Geographic Population,,,
Wessington Springs Service Area,6469994632,Geographic HPSA,Dental Health,13,SD,Withdrawn,04/07/2008,07/02/2018,,Geographic Population,10.3,,
Cheatham,647021,Geographic HPSA,Dental Health,0,TN,Withdrawn,09/24/2003,06/29/2012,,Geographic Population,,,
Free the Children Target Area,6479994704,Geographic HPSA,Dental Health,0,TN,Withdrawn,02/24/1993,09/20/1999,,Geographic Population,58.1,,
Grundy County,6477626929,Geographic HPSA,Dental Health,19,TN,Designated,07/19/1982,,,Geographic Population,29,,
Hancock County,647067,Geographic HPSA,Dental Health,17,TN,Withdrawn,10/10/1979,07/02/2018,,Geographic Population,29.4,,
Marshall County,647117,Geographic HPSA,Dental Health,10,TN,Withdrawn,06/01/1998,07/02/2018,,Geographic Population,10.4,,
Monterey,6479994701,Geographic HPSA,Dental Health,0,TN,Withdrawn,04/11/1980,10/02/1995,,Geographic Population,19.8,,
Shelby,647157,Geographic HPSA,Dental Health,0,TN,Withdrawn,11/03/1999,05/26/2005,,Geographic Population,,,
Tipton,647167,Geographic HPSA,Dental Health,0,TN,Withdrawn,02/27/2006,06/29/2012,,Geographic Population,,,
Armstrong County,6487749676,Geographic HPSA,Dental Health,8,TX,Designated,08/25/1992,,,Geographic Population,10.3,,
Atascosa County,6484161442,Geographic HPSA,Dental Health,9,TX,Designated,08/25/1992,,,Geographic Population,15.6,,
Bandera,648019,Geographic HPSA,Dental Health,0,TX,Withdrawn,07/19/1978,01/10/1985,,Geographic Population,13,,
Bastrop County,648021,Geographic HPSA,Dental Health,7,TX,Withdrawn,09/21/2001,07/02/2018,,Geographic Population,15.8,,
Borden County,6482310312,Geographic HPSA,Dental Health,2,TX,Designated,08/25/1992,,,Geographic Population,1,,
Burleson County,6486933359,Geographic HPSA,Dental Health,13,TX,Designated,08/25/1992,,,Geographic Population,16,,
Burnet County,648053,Geographic HPSA,Dental Health,8,TX,Withdrawn,03/02/2012,07/02/2018,,Geographic Population,16.6,,
Caldwell County,648055,Geographic HPSA,Dental Health,8,TX,Withdrawn,01/19/2001,07/02/2018,,Geographic Population,18.1,,
Cameron,648061,Geographic HPSA,Dental Health,0,TX,Withdrawn,06/08/1978,06/29/2012,,Geographic Population,,,
Carson County,6484842593,Geographic HPSA,Dental Health,12,TX,Designated,08/25/1992,,,Geographic Population,6.6,,
Chambers County,6484266783,Geographic HPSA,Dental Health,6,TX,Designated,06/09/2014,,,Geographic Population,10.9,,
Coke County,6489831945,Geographic HPSA,Dental Health,14,TX,Designated,08/25/1992,,,Geographic Population,11.9,,
Coleman County,6485280146,Geographic HPSA,Dental Health,10,TX,Designated,07/06/2010,,,Geographic Population,20.9,,
Colorado,648089,Geographic HPSA,Dental Health,0,TX,Withdrawn,03/03/1982,01/10/1985,,Geographic Population,19,,
Coryell,648099,Geographic HPSA,Dental Health,0,TX,Withdrawn,08/25/1992,06/29/2012,,Geographic Population,,,
Deaf Smith,648117,Geographic HPSA,Dental Health,0,TX,Withdrawn,06/07/1979,01/10/1985,,Geographic Population,19,,
Delta County,6489437549,Geographic HPSA,Dental Health,9,TX,Designated,03/06/2009,,,Geographic Population,20.2,,
Dove Springs,6489994832,Geographic HPSA,Dental Health,0,TX,Withdrawn,03/17/1995,06/29/2012,,Geographic Population,,,
East Austin,6489994830,Geographic HPSA,Dental Health,0,TX,Withdrawn,03/17/1995,10/02/2006,,Geographic Population,28.3,,
East Lubbock,6489994843,Geographic HPSA,Dental Health,0,TX,Withdrawn,02/09/2000,06/29/2012,,Geographic Population,,,
East Side (San Antonio),6489994819,Geographic HPSA,Dental Health,0,TX,Withdrawn,05/18/1978,08/22/2006,,Geographic Population,41.2,,
Fair Park/White Rock Creek Industrial,6489994809,Geographic HPSA,Dental Health,0,TX,Withdrawn,08/28/1978,01/10/1985,,Geographic Population,32,,
Far Northern El Paso,6485606842,Geographic HPSA,Dental Health,8,TX,Designated,09/12/2001,,,Geographic Population,18.1,,
Floyd,648153,Geographic HPSA,Dental Health,0,TX,Withdrawn,08/25/1992,05/30/1997,,Geographic Population,33.5,,
Foard,648155,Geographic HPSA,Dental Health,0,TX,Withdrawn,08/25/1992,05/30/1997,,Geographic Population,22.6,,
Gaines County,6482279622,Geographic HPSA,Dental Health,10,TX,Designated,08/25/1992,,,Geographic Population,14.8,,
Garza,648169,Geographic HPSA,Dental Health,0,TX,Withdrawn,08/25/1992,05/30/1997,,Geographic Population,21.4,,
Glasscock County,6489254670,Geographic HPSA,Dental Health,4,TX,Designated,08/25/1992,,,Geographic Population,3.8,,
Goliad County,6486026036,Geographic HPSA,Dental Health,10,TX,Designated,08/25/1992,,,Geographic Population,16.1,,
Hansford County,648195,Geographic HPSA,Dental Health,10,TX,Withdrawn,08/25/1992,07/02/2018,,Geographic Population,18.8,,
Hardin,648199,Geographic HPSA,Dental Health,0,TX,Withdrawn,06/12/1978,10/02/1995,,Geographic Population,16.7,,
Hartley,648205,Geographic HPSA,Dental Health,0,TX,Withdrawn,08/25/1992,05/30/1997,,Geographic Population,10.9,,
Haskell County,648207,Geographic HPSA,Dental Health,13,TX,Withdrawn,01/04/2011,07/02/2018,,Geographic Population,21.2,,
Hays County,648209,Geographic HPSA,Dental Health,6,TX,Withdrawn,03/06/2009,06/27/2013,,Geographic Population,,,
Hidalgo,648215,Geographic HPSA,Dental Health,0,TX,Withdrawn,10/18/1978,06/29/2012,,Geographic Population,,,
Hockley County,648219,Geographic HPSA,Dental Health,10,TX,Withdrawn,05/07/2001,07/02/2018,,Geographic Population,15.1,,
Houston,648225,Geographic HPSA,Dental Health,0,TX,Withdrawn,08/25/1992,05/30/1997,,Geographic Population,25.8,,
Irion,648235,Geographic HPSA,Dental Health,0,TX,Withdrawn,08/25/1992,05/30/1997,,Geographic Population,15.1,,
Jeff Davis County,648243,Geographic HPSA,Dental Health,9,TX,Withdrawn,04/28/2009,06/27/2013,,Geographic Population,,,
Kent County,6488470787,Geographic HPSA,Dental Health,3,TX,Designated,08/25/1992,,,Geographic Population,10.4,,
King County,6487641545,Geographic HPSA,Dental Health,5,TX,Designated,08/25/1992,,,Geographic Population,7.2,,
Lisbon Service Area,6488138803,Geographic HPSA,Dental Health,14,TX,Designated,08/28/1978,,,Geographic Population,41.2,,
Live Oak/McMullen Counties,6484071582,Geographic HPSA,Dental Health,11,TX,Designated,04/29/2014,,,Geographic Population,15.4,,
Loving County,6486853611,Geographic HPSA,Dental Health,6,TX,Designated,08/25/1992,,,Geographic Population,18.8,,
Madison,648313,Geographic HPSA,Dental Health,0,TX,Withdrawn,08/25/1992,05/30/1997,,Geographic Population,24.9,,
Medina County,6485012444,Geographic HPSA,Dental Health,10,TX,Designated,08/25/1992,,,Geographic Population,15.6,,
Morris,648343,Geographic HPSA,Dental Health,0,TX,Withdrawn,08/25/1992,05/30/1997,,Geographic Population,21.4,,
North Beaumont,6489994836,Geographic HPSA,Dental Health,0,TX,Withdrawn,11/26/1996,02/07/2001,,Geographic Population,37.4,,
North Central (San Antonio),6489994860,Geographic HPSA,Dental Health,0,TX,Withdrawn,09/21/2001,08/03/2007,,Geographic Population,23.2,,
Oldham County,6486413366,Geographic HPSA,Dental Health,10,TX,Designated,08/25/1992,,,Geographic Population,16.7,,
Orange County,648361,Geographic HPSA,Dental Health,11,TX,Withdrawn,04/17/2012,07/02/2018,,Geographic Population,14.7,,
Panola County,6484736334,Geographic HPSA,Dental Health,6,TX,Designated,04/03/2012,,,Geographic Population,13.8,,
Parmer,648369,Geographic HPSA,Dental Health,0,TX,Withdrawn,05/10/1979,10/02/1995,,Geographic Population,24.9,,
Polk,648373,Geographic HPSA,Dental Health,0,TX,Withdrawn,06/12/1978,01/10/1985,,Geographic Population,19,,
Port Authur Inner City,6489994805,Geographic HPSA,Dental Health,0,TX,Withdrawn,07/10/1979,01/10/1985,,Geographic Population,29,,
Potter/Randall Counties,64899948MQ,Geographic HPSA,Dental Health,10,TX,Withdrawn,04/17/2012,07/02/2018,,Geographic Population,16.3,,
Real County,648385,Geographic HPSA,Dental Health,13,TX,Withdrawn,04/27/2009,09/04/2013,,Geographic Population,,,
Red River County,6482816364,Geographic HPSA,Dental Health,11,TX,Designated,04/10/2014,,,Geographic Population,17.6,,
Roberts County,6483748773,Geographic HPSA,Dental Health,2,TX,Designated,08/25/1992,,,Geographic Population,2,,
San Augustine,648405,Geographic HPSA,Dental Health,0,TX,Withdrawn,08/25/1992,05/30/1997,,Geographic Population,34.5,,
Shackelford County,6487362313,Geographic HPSA,Dental Health,8,TX,Designated,08/25/1992,,,Geographic Population,17.1,,
Sherman County,6485987390,Geographic HPSA,Dental Health,15,TX,Designated,05/10/1979,,,Geographic Population,16,,
Simpson-Stuart,6489994801,Geographic HPSA,Dental Health,0,TX,Withdrawn,02/08/1979,12/31/1996,,Geographic Population,18,,
Somervell,648425,Geographic HPSA,Dental Health,0,TX,Withdrawn,08/25/1992,05/30/1997,,Geographic Population,12.4,,
South Beaumont,6489994804,Geographic HPSA,Dental Health,0,TX,Withdrawn,07/10/1979,02/07/2001,,Geographic Population,34.6,,
South Dallas,6489994812,Geographic HPSA,Dental Health,14,TX,Withdrawn,08/28/1978,07/02/2018,,Geographic Population,32.6,,
South East Dallas,64899948MN,Geographic HPSA,Dental Health,14,TX,Withdrawn,07/21/2011,07/02/2018,,Geographic Population,25.7,,
South Side (San Antonio),6489994821,Geographic HPSA,Dental Health,0,TX,Withdrawn,05/18/1978,11/21/2000,,Geographic Population,28.4,,
Southern Rural Bexar,6489994822,Geographic HPSA,Dental Health,0,TX,Withdrawn,05/18/1978,01/10/1985,,Geographic Population,0,,
Stephens County,648429,Geographic HPSA,Dental Health,10,TX,Withdrawn,12/22/2008,07/02/2018,,Geographic Population,19.9,,
Sterling County,6489552704,Geographic HPSA,Dental Health,9,TX,Designated,08/25/1992,,,Geographic Population,20.3,,
Throckmorton County,6482635635,Geographic HPSA,Dental Health,6,TX,Designated,08/25/1992,,,Geographic Population,9.8,,
Trinity,6489994802,Geographic HPSA,Dental Health,0,TX,Withdrawn,08/28/1978,12/31/1996,,Geographic Population,28,,
Upshur,648459,Geographic HPSA,Dental Health,0,TX,Withdrawn,08/25/1992,06/29/2012,,Geographic Population,,,
Victoria County,648469,Geographic HPSA,Dental Health,9,TX,Withdrawn,04/17/2012,07/02/2018,,Geographic Population,17.5,,
Waller,648473,Geographic HPSA,Dental Health,0,TX,Withdrawn,09/20/1978,11/03/2011,,Geographic Population,,,
West Dallas,6489994806,Geographic HPSA,Dental Health,0,TX,Withdrawn,01/25/1980,12/31/1996,,Geographic Population,43,,
West Side San Antonio,6489994820,Geographic HPSA,Dental Health,11,TX,Withdrawn,05/18/1978,07/02/2018,,Geographic Population,32.8,,
Wichita County,648485,Geographic HPSA,Dental Health,7,TX,Withdrawn,04/03/2012,07/02/2018,,Geographic Population,16.7,,
Wise County,648497,Geographic HPSA,Dental Health,5,TX,Withdrawn,09/21/2001,07/02/2018,,Geographic Population,10.2,,
Blanding/Monticello,6499994903,Geographic HPSA,Dental Health,0,UT,Withdrawn,09/29/1983,10/02/1995,,Geographic Population,22.3,,
Castle Dale,6499994906,Geographic HPSA,Dental Health,0,UT,Withdrawn,10/29/1992,03/07/1997,,Geographic Population,10.3,,
Coalville/Kamas,6499994933,Geographic HPSA,Dental Health,0,UT,Withdrawn,02/28/2001,06/29/2012,,Geographic Population,,,
Kane County,6494920214,Geographic HPSA,Dental Health,14,UT,Designated,09/15/2017,,,Geographic Population,8.5,,
Montezuma Creek,6499994905,Geographic HPSA,Dental Health,0,UT,Withdrawn,10/29/1992,03/07/1997,,Geographic Population,54.5,,
Bedford,6519995125,Geographic HPSA,Dental Health,0,VA,Withdrawn,03/06/2000,06/29/2012,,Geographic Population,,,
Caroline,651033,Geographic HPSA,Dental Health,0,VA,Withdrawn,05/03/2002,11/03/2011,,Geographic Population,,,
City of Suffolk,6519995123,Geographic HPSA,Dental Health,0,VA,Withdrawn,09/30/1998,06/29/2012,,Geographic Population,,,
Dinwiddie County,6514433880,Geographic HPSA,Dental Health,8,VA,Designated,09/14/2006,,,Geographic Population,13.7,,
East End Richmond,6519995122,Geographic HPSA,Dental Health,0,VA,Withdrawn,09/30/1996,04/23/2001,,Geographic Population,40,,
Floyd County,6511028957,Geographic HPSA,Dental Health,7,VA,Designated,12/28/2000,,,Geographic Population,10.5,,
Fluvanna,651065,Geographic HPSA,Dental Health,0,VA,Withdrawn,06/07/1978,12/20/1984,,Geographic Population,18,,
Greene,651079,Geographic HPSA,Dental Health,0,VA,Withdrawn,06/07/1978,11/03/2011,,Geographic Population,,,
Greensville County/Emporia City,6511825699,Geographic HPSA,Dental Health,8,VA,Designated,04/17/2007,,,Geographic Population,25.8,,
Halifax County,6514879743,Geographic HPSA,Dental Health,14,VA,Designated,03/30/2001,,,Geographic Population,20.2,,
King George/Westmoreland Counties,6514620083,Geographic HPSA,Dental Health,6,VA,Designated,01/22/2007,,,Geographic Population,8.6,,
Lovingston,6519995121,Geographic HPSA,Dental Health,0,VA,Withdrawn,06/08/1995,09/07/2006,,Geographic Population,18.1,,
Madison,651113,Geographic HPSA,Dental Health,0,VA,Withdrawn,06/07/1978,12/20/1984,,Geographic Population,17,,
Mecklenburg County,6518485904,Geographic HPSA,Dental Health,9,VA,Designated,12/20/1984,,,Geographic Population,19.9,,
Mecklenburg Service Area,6519995134,Geographic HPSA,Dental Health,0,VA,Withdrawn,09/10/2001,09/14/2006,,Geographic Population,19.3,,
Middlesex and Mathews Counties,6511024369,Geographic HPSA,Dental Health,12,VA,Designated,04/13/2018,,,Geographic Population,9.4,,
Newport News,6519995119,Geographic HPSA,Dental Health,0,VA,Withdrawn,08/04/1994,01/29/2001,,Geographic Population,36,,
Old South Richmond,6519995137,Geographic HPSA,Dental Health,0,VA,Withdrawn,09/27/2001,05/02/2006,,Geographic Population,31.1,,
Page County,6515782170,Geographic HPSA,Dental Health,15,VA,Designated,09/10/2001,,,Geographic Population,17.1,,
Randolph Dental Services Area,6519995116,Geographic HPSA,Dental Health,0,VA,Withdrawn,06/07/1978,12/20/1984,,Geographic Population,5,,
Rappahannock,651157,Geographic HPSA,Dental Health,0,VA,Withdrawn,06/07/1978,06/29/2012,,Geographic Population,,,
Richmond Metropolitan,6519995171,Geographic HPSA,Dental Health,0,VA,Withdrawn,05/02/2006,06/29/2012,,Geographic Population,,,
Rowanty Service Area,6519995135,Geographic HPSA,Dental Health,0,VA,Withdrawn,09/10/2001,09/14/2006,,Geographic Population,9,,
Shenandoah County,6516732774,Geographic HPSA,Dental Health,4,VA,Designated,12/20/1984,,,Geographic Population,12.8,,
Southampton/Franklin,651175,Geographic HPSA,Dental Health,0,VA,Withdrawn,06/07/1978,10/02/1995,,Geographic Population,23,,
Southampton/Franklin City,6515345249,Geographic HPSA,Dental Health,7,VA,Designated,05/18/2012,,,Geographic Population,18.2,,
Southern Albemarle County,6519995104,Geographic HPSA,Dental Health,0,VA,Withdrawn,11/14/1980,10/02/1995,,Geographic Population,30,,
St. Charles,6519995105,Geographic HPSA,Dental Health,0,VA,Withdrawn,08/22/1983,09/12/1994,,Geographic Population,26,,
Warren County,6519794066,Geographic HPSA,Dental Health,4,VA,Designated,12/20/1984,,,Geographic Population,9.8,,
Wythe,651197,Geographic HPSA,Dental Health,0,VA,Withdrawn,09/10/2001,11/03/2011,,Geographic Population,,,
Wythe County,6511710299,Geographic HPSA,Dental Health,11,VA,Designated,12/20/2016,,,Geographic Population,15.1,,
St. John Island,678020,Geographic HPSA,Dental Health,14,VI,Proposed For Withdrawal,10/30/2008,,,Geographic Population,19.5,,
Addison,6509995003,Geographic HPSA,Dental Health,0,VT,Withdrawn,09/20/1978,03/14/1988,,Geographic Population,0,,
Essex,650009,Geographic HPSA,Dental Health,0,VT,Withdrawn,06/08/1978,06/29/2012,,Geographic Population,,,
Grand Isle,650013,Geographic HPSA,Dental Health,0,VT,Withdrawn,06/08/1978,09/20/1999,,Geographic Population,11.5,,
Newport,6508261207,Geographic HPSA,Dental Health,9,VT,Designated,12/04/2013,,,Geographic Population,16.9,,
Plainfield,6509995007,Geographic HPSA,Dental Health,0,VT,Withdrawn,06/08/1978,03/14/1988,,Geographic Population,0,,
Waitsfield Dental,6503975658,Geographic HPSA,Dental Health,12,VT,Designated,11/09/2016,,,Geographic Population,6.3,,
Concrete Service Area,6539995391,Geographic HPSA,Dental Health,15,WA,Withdrawn,12/19/2005,07/02/2018,,Geographic Population,13.6,,
Darrington,6539995392,Geographic HPSA,Dental Health,14,WA,Withdrawn,01/17/2006,07/02/2018,,Geographic Population,11.3,,
Darrington,6531512910,Geographic HPSA,Dental Health,15,WA,Designated,09/21/2017,,,Geographic Population,11.3,,
Ferry County,6539739744,Geographic HPSA,Dental Health,20,WA,Designated,07/28/2017,,,Geographic Population,22.8,,
Ferry County,653019,Geographic HPSA,Dental Health,19,WA,Withdrawn,10/02/1980,07/02/2018,,Geographic Population,18.9,,
Grand Coulee,6539995302,Geographic HPSA,Dental Health,0,WA,Withdrawn,08/15/1979,03/16/1984,,Geographic Population,0,,
Grant County,6536373060,Geographic HPSA,Dental Health,18,WA,Designated,07/27/2017,,,Geographic Population,19.4,,
Grays Harbor County,6536412186,Geographic HPSA,Dental Health,18,WA,Designated,08/25/2017,,,Geographic Population,18.7,,
Ione/Metaline,6539995338,Geographic HPSA,Dental Health,0,WA,Withdrawn,03/07/1997,02/04/2004,,Geographic Population,13.2,,
Island County,6539264506,Geographic HPSA,Dental Health,10,WA,Designated,09/01/2017,,,Geographic Population,9.7,,
Island County,653029,Geographic HPSA,Dental Health,9,WA,Withdrawn,06/11/2014,07/02/2018,,Geographic Population,,,
Kitsap County,6535808941,Geographic HPSA,Dental Health,16,WA,Designated,10/16/2017,,,Geographic Population,10.9,,
Kittitas County,6531706750,Geographic HPSA,Dental Health,19,WA,Designated,07/27/2017,,,Geographic Population,22.1,,
Longbranch,6533654623,Geographic HPSA,Dental Health,16,WA,Designated,10/20/2017,,,Geographic Population,8,,
Lower Grant County,6539995351,Geographic HPSA,Dental Health,20,WA,Withdrawn,07/27/2001,07/02/2018,,Geographic Population,22,,
Mason County,6539936091,Geographic HPSA,Dental Health,18,WA,Designated,08/25/2017,,,Geographic Population,17,,
Monroe/Sultan,6538397236,Geographic HPSA,Dental Health,15,WA,Designated,10/20/2017,,,Geographic Population,11.2,,
Morton,6539995326,Geographic HPSA,Dental Health,0,WA,Withdrawn,10/14/1992,03/19/2001,,Geographic Population,15.9,,
Naselle,6539995325,Geographic HPSA,Dental Health,0,WA,Withdrawn,12/31/1991,12/31/1996,,Geographic Population,9.5,,
North Thurston County,6539949228,Geographic HPSA,Dental Health,14,WA,Designated,10/20/2017,,,Geographic Population,11.7,,
Odessa,6539995339,Geographic HPSA,Dental Health,0,WA,Withdrawn,03/07/1997,10/26/2001,,Geographic Population,9.3,,
Port Townsend/Quilcene,6537467901,Geographic HPSA,Dental Health,16,WA,Designated,09/14/2017,,,Geographic Population,11.7,,
San Juan County,653055,Geographic HPSA,Dental Health,10,WA,Withdrawn,01/12/2010,07/02/2018,,Geographic Population,9.2,,
San Juan County,6534001563,Geographic HPSA,Dental Health,10,WA,Designated,10/20/2017,,,Geographic Population,11.3,,
Skamania County,653059,Geographic HPSA,Dental Health,13,WA,Withdrawn,05/06/2014,07/02/2018,,Geographic Population,,,
South Thurston County,6533508042,Geographic HPSA,Dental Health,16,WA,Designated,10/20/2017,,,Geographic Population,12.1,,
Wahkiakum County,653069,Geographic HPSA,Dental Health,6,WA,Withdrawn,02/07/2005,07/02/2018,,Geographic Population,8,,
West Clallam and West Jefferson Counties,6538432701,Geographic HPSA,Dental Health,20,WA,Designated,07/28/2017,,,Geographic Population,20.1,,
West Side Olympic Peninsula,6539995341,Geographic HPSA,Dental Health,18,WA,Withdrawn,07/27/1999,07/02/2018,,Geographic Population,18.9,,
Athens,6559995511,Geographic HPSA,Dental Health,0,WI,Withdrawn,05/30/1978,05/21/1981,,Geographic Population,10,,
Capitol Drive,6559995524,Geographic HPSA,Dental Health,0,WI,Withdrawn,04/15/1985,10/02/1995,,Geographic Population,18,,
Florence,655037,Geographic HPSA,Dental Health,0,WI,Withdrawn,05/31/1978,05/21/1981,,Geographic Population,13,,
Hillsboro,6559995510,Geographic HPSA,Dental Health,0,WI,Withdrawn,04/21/1978,04/15/1985,,Geographic Population,0,,
Inner City North (Milwaukee),6559995523,Geographic HPSA,Dental Health,0,WI,Withdrawn,05/31/1978,05/16/2003,,Geographic Population,49.3,,
Inner City West,6559995525,Geographic HPSA,Dental Health,0,WI,Withdrawn,04/15/1985,05/06/2003,,Geographic Population,52.6,,
Kickapoo Valley,6559995504,Geographic HPSA,Dental Health,0,WI,Withdrawn,05/22/1978,04/15/1985,,Geographic Population,0,,
Mountain,6559995508,Geographic HPSA,Dental Health,0,WI,Withdrawn,06/01/1978,12/10/2002,,Geographic Population,17.7,,
Whitehall/Arcadia,6559995515,Geographic HPSA,Dental Health,0,WI,Withdrawn,04/21/1978,04/15/1985,,Geographic Population,0,,
Baker,6549995429,Geographic HPSA,Dental Health,0,WV,Withdrawn,10/28/1993,05/20/2002,,Geographic Population,17.9,,
Baker,6549995402,Geographic HPSA,Dental Health,0,WV,Withdrawn,07/24/1979,01/07/1985,,Geographic Population,0,,
Barbour,654001,Geographic HPSA,Dental Health,0,WV,Withdrawn,05/31/1978,01/07/1985,,Geographic Population,19,,
Cabin Creek,6549995407,Geographic HPSA,Dental Health,0,WV,Withdrawn,08/29/1983,10/02/1995,,Geographic Population,41,,
Capon Bridge,6549995416,Geographic HPSA,Dental Health,0,WV,Withdrawn,05/31/1978,01/07/1985,,Geographic Population,0,,
Cedar Grove,6549995428,Geographic HPSA,Dental Health,0,WV,Withdrawn,02/24/1993,11/03/2011,,Geographic Population,,,
Clay/Battelle (WV/PA),6549995419,Geographic HPSA,Dental Health,0,WV,Withdrawn,05/31/1978,06/29/2012,,Geographic Population,,,
Clay/Kanawha,6549995435,Geographic HPSA,Dental Health,0,WV,Withdrawn,06/21/2001,02/03/2006,,Geographic Population,24.4,,
Fort Gay Service Area,6549995439,Geographic HPSA,Dental Health,11,WV,Withdrawn,08/21/2003,06/27/2013,,Geographic Population,,,
Greenbrier,6549995409,Geographic HPSA,Dental Health,0,WV,Withdrawn,05/31/1978,01/07/1985,,Geographic Population,0,,
Mason County,654053,Geographic HPSA,Dental Health,10,WV,Withdrawn,02/16/2012,06/26/2017,,Geographic Population,,,
Mason County Service Area,6549995423,Geographic HPSA,Dental Health,0,WV,Withdrawn,04/18/1978,01/07/1985,,Geographic Population,0,,
Mineral County,6543861120,Geographic HPSA,Dental Health,8,WV,Designated,03/30/2017,,,Geographic Population,18.7,,
Mingo,6549995405,Geographic HPSA,Dental Health,0,WV,Withdrawn,05/31/1978,01/07/1985,,Geographic Population,0,,
Monroe County,6542629412,Geographic HPSA,Dental Health,18,WV,Designated,02/21/2012,,,Geographic Population,16.4,,
Mt. Storm,6549995401,Geographic HPSA,Dental Health,0,WV,Withdrawn,05/31/1978,01/07/1985,,Geographic Population,0,,
Preston,654077,Geographic HPSA,Dental Health,0,WV,Withdrawn,05/31/1978,05/09/1983,,Geographic Population,18,,
Putnam,654079,Geographic HPSA,Dental Health,0,WV,Withdrawn,05/31/1978,01/07/1985,,Geographic Population,10,,
