HPSA_Name,HPSA_ID,Designation_Type,HPSA_Discipline_Class,HPSA_Score,Primary_State_Abbreviation,HPSA_Status,HPSA_Designation_Date,Withdrawn_Date,County_Name,HPSA Population Type,%of_Population_Below_100%_Poverty,Longitude,Latitude
Parsonsfield,1237685244,Geographic HPSA,Primary Care,11,ME,Designated,12/09/2011,,,Geographic Population,16,,
Pen Bay Islands,1238289213,Geographic HPSA,Primary Care,11,ME,Designated,02/21/2013,,,Geographic Population,10,,
Penobscot Bay,1239992301,Geographic HPSA,Primary Care,0,ME,Withdrawn,04/27/1978,06/13/1988,,Geographic Population,0,,
Pittsfield Primary Care Catchment Area #25,1239992367,Geographic HPSA,Primary Care,0,ME,Withdrawn,06/22/2001,11/03/2011,,Geographic Population,,,
Rangeley,1236241029,Geographic HPSA,Primary Care,16,ME,Designated,09/11/1981,,,Geographic Population,10.5,,
Richmond,1239992321,Geographic HPSA,Primary Care,0,ME,Withdrawn,04/14/1982,11/22/1999,,Geographic Population,7.8,,
Rumford,1239992333,Geographic HPSA,Primary Care,0,ME,Withdrawn,01/28/1993,12/15/1997,,Geographic Population,14.4,,
Sacopee Valley Primary Care Analysis Area #6,1239992336,Geographic HPSA,Primary Care,0,ME,Withdrawn,05/02/1994,04/15/2010,,Geographic Population,,,
Southern Aroostook,1239992308,Geographic HPSA,Primary Care,0,ME,Withdrawn,04/27/1978,07/12/1983,,Geographic Population,0,,
St. Francis,1239992313,Geographic HPSA,Primary Care,0,ME,Withdrawn,07/07/1981,12/19/2011,,Geographic Population,,,
Van Buren,1239992330,Geographic HPSA,Primary Care,0,ME,Withdrawn,08/16/1985,11/03/2011,,Geographic Population,,,
Danforth,1239733675,High Needs Geographic HPSA,Primary Care,10,ME,Designated,07/12/1983,,,Geographic Population,23.8,,
Eastport Primary Care Catchment Area,1239992316,High Needs Geographic HPSA,Primary Care,15,ME,Withdrawn,03/07/1978,12/31/2013,,Geographic Population,,,
Greenville,1233292572,High Needs Geographic HPSA,Primary Care,19,ME,Designated,09/01/2016,,,Geographic Population,19.2,,
Jonesport Service Area,1238129184,High Needs Geographic HPSA,Primary Care,12,ME,Designated,07/07/1981,,,Geographic Population,16.7,,
Vanceboro,1238112394,High Needs Geographic HPSA,Primary Care,16,ME,Designated,08/15/1982,,,Geographic Population,35.5,,
Republic of the Marshall Islands,1688361205,High Needs Geographic HPSA,Primary Care,25,MH,Designated,06/01/2012,,,Geographic Population,80,,
Alcona,126001,Geographic HPSA,Primary Care,0,MI,Withdrawn,05/31/1978,06/29/2012,,Geographic Population,,,
Algonac,1269992617,Geographic HPSA,Primary Care,0,MI,Withdrawn,05/30/1978,07/31/2000,,Geographic Population,9.5,,
Allegan,1269992644,Geographic HPSA,Primary Care,0,MI,Withdrawn,03/14/1980,06/29/2012,,Geographic Population,,,
Allegan County Service Area,1266060549,Geographic HPSA,Primary Care,8,MI,Designated,12/15/2015,,,Geographic Population,12,,
Allegan/Kent,1269992643,Geographic HPSA,Primary Care,0,MI,Withdrawn,03/14/1980,04/15/1992,,Geographic Population,9,,
Antrim/Charlevoix,1263669692,Geographic HPSA,Primary Care,12,MI,Designated,10/25/2013,,,Geographic Population,15.7,,
Barry County,1261333693,Geographic HPSA,Primary Care,9,MI,Designated,10/20/2015,,,Geographic Population,11.2,,
Beaver Island,1263913058,Geographic HPSA,Primary Care,7,MI,Designated,10/22/1992,,,Geographic Population,5.9,,
Branch,126023,Geographic HPSA,Primary Care,0,MI,Withdrawn,03/31/1995,05/11/2005,,Geographic Population,,,
Brown City,1269992647,Geographic HPSA,Primary Care,0,MI,Withdrawn,08/02/1978,09/20/1999,,Geographic Population,13,,
Buckley/Fife Lake,1269992682,Geographic HPSA,Primary Care,0,MI,Withdrawn,03/31/1994,05/20/1999,,Geographic Population,16.1,,
Carleton,1269992604,Geographic HPSA,Primary Care,0,MI,Withdrawn,07/21/1978,11/03/2011,,Geographic Population,,,
Caro/Otter Lake/North Branch Service Area,1261350777,Geographic HPSA,Primary Care,9,MI,Designated,07/30/2001,,,Geographic Population,13.7,,
Cass County,126027,Geographic HPSA,Primary Care,14,MI,Withdrawn,07/18/2013,07/02/2018,,Geographic Population,,,
Chene (S. Central Detroit),1269992667,Geographic HPSA,Primary Care,0,MI,Withdrawn,07/22/1985,06/05/2003,,Geographic Population,45.3,,
Chesaning,1269992619,Geographic HPSA,Primary Care,0,MI,Withdrawn,05/17/1978,03/28/1984,,Geographic Population,0,,
Clare,1269992622,Geographic HPSA,Primary Care,0,MI,Withdrawn,08/02/1978,03/28/1984,,Geographic Population,0,,
De Tour,1269992609,Geographic HPSA,Primary Care,0,MI,Withdrawn,10/10/1979,04/26/1996,,Geographic Population,12.2,,
Dowagiac,1269992645,Geographic HPSA,Primary Care,0,MI,Withdrawn,04/11/1980,06/29/2012,,Geographic Population,,,
East Jordan,1269992635,Geographic HPSA,Primary Care,0,MI,Withdrawn,05/01/1979,10/02/1995,,Geographic Population,11,,
East Side Saginaw,1269992625,Geographic HPSA,Primary Care,0,MI,Withdrawn,08/02/1978,03/06/1997,,Geographic Population,43.9,,
Eastside Detroit,1269992658,Geographic HPSA,Primary Care,0,MI,Withdrawn,08/30/1984,01/24/2001,,Geographic Population,44.7,,
Eaton,126045,Geographic HPSA,Primary Care,0,MI,Withdrawn,10/18/1978,06/03/1981,,Geographic Population,5,,
Ewen,1269992637,Geographic HPSA,Primary Care,0,MI,Withdrawn,03/10/1980,01/28/1999,,Geographic Population,15.1,,
Grand Rapids Services Area,126999265D,Geographic HPSA,Primary Care,0,MI,Withdrawn,05/19/2006,06/29/2012,,Geographic Population,,,
Grayling/Roscommon,1269992671,Geographic HPSA,Primary Care,0,MI,Withdrawn,02/11/1992,07/12/1996,,Geographic Population,15.1,,
Gwinn,1269992654,Geographic HPSA,Primary Care,0,MI,Withdrawn,04/05/1983,10/28/2011,,Geographic Population,,,
Hale/Whittemore/Prescott,1269992633,Geographic HPSA,Primary Care,0,MI,Withdrawn,10/01/1979,06/01/2000,,Geographic Population,21.2,,
Hamtramck,1269992686,Geographic HPSA,Primary Care,0,MI,Withdrawn,06/16/1994,03/25/2000,,Geographic Population,28.5,,
Harrison,1269992628,Geographic HPSA,Primary Care,0,MI,Withdrawn,08/02/1978,07/12/1996,,Geographic Population,23.3,,
Highland Park,1269992676,Geographic HPSA,Primary Care,0,MI,Withdrawn,05/24/1993,03/20/2007,,Geographic Population,42.4,,
Hillsdale County,126059,Geographic HPSA,Primary Care,9,MI,Withdrawn,07/18/2013,06/26/2017,,Geographic Population,,,
Houghton Lake,1269992627,Geographic HPSA,Primary Care,0,MI,Withdrawn,08/02/1978,07/12/1996,,Geographic Population,16.9,,
Ionia County,126067,Geographic HPSA,Primary Care,8,MI,Withdrawn,10/12/2011,07/02/2018,,Geographic Population,,,
Iron River/Crystal Falls,1269992629,Geographic HPSA,Primary Care,0,MI,Withdrawn,07/07/1978,06/30/1998,,Geographic Population,17.1,,
Ironwood/Hurley (MI/WI),1269992663,Geographic HPSA,Primary Care,0,MI,Withdrawn,09/17/1984,08/27/1997,,Geographic Population,14,,
Kaleva,1269992664,Geographic HPSA,Primary Care,0,MI,Withdrawn,12/03/1984,07/26/1989,,Geographic Population,,,
Kinross/Rudyard,1269992610,Geographic HPSA,Primary Care,0,MI,Withdrawn,10/10/1979,07/26/1989,,Geographic Population,,,
Laingsburg,1269992655,Geographic HPSA,Primary Care,0,MI,Withdrawn,12/20/1982,05/12/1986,,Geographic Population,7,,
Lake County,1269011344,Geographic HPSA,Primary Care,17,MI,Designated,12/18/1991,,,Geographic Population,30.4,,
Lake/Newaygo,1269992642,Geographic HPSA,Primary Care,0,MI,Withdrawn,03/14/1980,12/18/1991,,Geographic Population,24,,
L'Anse,1269992656,Geographic HPSA,Primary Care,0,MI,Withdrawn,03/28/1984,07/26/1989,,Geographic Population,11.2,,
Lexington/Croswell,1269992626,Geographic HPSA,Primary Care,0,MI,Withdrawn,08/02/1978,07/26/1989,,Geographic Population,,,
MacKinac,126097,Geographic HPSA,Primary Care,0,MI,Withdrawn,02/08/1979,10/02/1995,,Geographic Population,13,,
Mancelona,1269992653,Geographic HPSA,Primary Care,0,MI,Withdrawn,11/18/1982,12/02/2005,,Geographic Population,13,,
Marion,1269992652,Geographic HPSA,Primary Care,0,MI,Withdrawn,09/01/1982,07/12/1996,,Geographic Population,18.4,,
Marlette/Kingston,1269992624,Geographic HPSA,Primary Care,0,MI,Withdrawn,08/02/1978,12/06/2000,,Geographic Population,16.6,,
Mecosta,1269992641,Geographic HPSA,Primary Care,0,MI,Withdrawn,03/14/1980,03/28/1984,,Geographic Population,14,,
Menominee County,1265116274,Geographic HPSA,Primary Care,11,MI,Designated,09/14/2001,,,Geographic Population,15,,
Milford,1269992614,Geographic HPSA,Primary Care,0,MI,Withdrawn,03/29/1978,03/28/1984,,Geographic Population,0,,
Montmorency County,126119,Geographic HPSA,Primary Care,16,MI,Withdrawn,05/01/2012,06/26/2017,,Geographic Population,,,
Montrose,1269992636,Geographic HPSA,Primary Care,0,MI,Withdrawn,11/20/1979,03/28/1984,,Geographic Population,11,,
Morenci,1269992687,Geographic HPSA,Primary Care,0,MI,Withdrawn,06/16/1994,06/22/2001,,Geographic Population,11.2,,
North Flint/Beecher,1269992620,Geographic HPSA,Primary Care,0,MI,Withdrawn,11/16/1979,08/04/1994,,Geographic Population,26.1,,
Northern Menominee,1269992608,Geographic HPSA,Primary Care,0,MI,Withdrawn,10/10/1979,02/04/1999,,Geographic Population,15.5,,
Northern Montcalm,1269992683,Geographic HPSA,Primary Care,0,MI,Withdrawn,05/05/1994,07/31/1998,,Geographic Population,15.4,,
Northern Muskegon,1269992639,Geographic HPSA,Primary Care,0,MI,Withdrawn,03/14/1980,03/28/1984,,Geographic Population,11.6,,
Oceana County,1267945820,Geographic HPSA,Primary Care,17,MI,Designated,12/17/1992,,,Geographic Population,20.3,,
Osceola,126133,Geographic HPSA,Primary Care,0,MI,Withdrawn,07/12/1996,12/07/2011,,Geographic Population,,,
Osceola,1269992607,Geographic HPSA,Primary Care,0,MI,Withdrawn,03/14/1980,09/01/1982,,Geographic Population,16,,
Oscoda,126135,Geographic HPSA,Primary Care,11,MI,Withdrawn,08/15/1979,12/17/2012,,Geographic Population,,,
Otter Lake,1269992618,Geographic HPSA,Primary Care,0,MI,Withdrawn,05/17/1978,07/30/2001,,Geographic Population,10.5,,
Outer Drive/Van Dyke,1269992675,Geographic HPSA,Primary Care,0,MI,Withdrawn,02/16/1993,09/20/1999,,Geographic Population,29.6,,
Perry/Morrice,1269992616,Geographic HPSA,Primary Care,0,MI,Withdrawn,05/17/1978,10/02/1995,,Geographic Population,0,,
Pigeon,1269992672,Geographic HPSA,Primary Care,0,MI,Withdrawn,03/26/1992,09/11/2001,,Geographic Population,13.1,,
Port Austin,1269992602,Geographic HPSA,Primary Care,0,MI,Withdrawn,05/30/1979,09/11/2001,,Geographic Population,15.9,,
Presque Isle County,1267613209,Geographic HPSA,Primary Care,12,MI,Designated,12/17/2012,,,Geographic Population,13.7,,
Roscommon/St.Helen,1269992634,Geographic HPSA,Primary Care,0,MI,Withdrawn,10/01/1979,03/28/1984,,Geographic Population,0,,
Rose City/Lupton,1269992665,Geographic HPSA,Primary Care,0,MI,Withdrawn,01/10/1985,06/01/2000,,Geographic Population,24.4,,
Shelby,1269992603,Geographic HPSA,Primary Care,0,MI,Withdrawn,06/29/1979,03/28/1984,,Geographic Population,0,,
South Haven/Bangor,1269992666,Geographic HPSA,Primary Care,0,MI,Withdrawn,12/20/1985,11/29/1996,,Geographic Population,14.6,,
Southern Newaygo,1269992640,Geographic HPSA,Primary Care,0,MI,Withdrawn,03/14/1980,03/28/1984,,Geographic Population,0,,
Southwest Detroit Service Area,1269992681,Geographic HPSA,Primary Care,14,MI,Withdrawn,03/28/1994,07/02/2018,,Geographic Population,39.7,,
Sparta/Kent City/Cedar Springs,1269992638,Geographic HPSA,Primary Care,0,MI,Withdrawn,03/14/1980,12/31/1996,,Geographic Population,8.6,,
Sterling/Standish Service Area,1269992621,Geographic HPSA,Primary Care,0,MI,Withdrawn,05/31/1978,06/29/2012,,Geographic Population,,,
Three Rivers,1269992651,Geographic HPSA,Primary Care,0,MI,Withdrawn,05/04/1982,09/11/1998,,Geographic Population,12.7,,
West Branch,126999260F,Geographic HPSA,Primary Care,0,MI,Withdrawn,06/07/1995,06/01/2000,,Geographic Population,20.7,,
Western MacKinac Service Area,1264604816,Geographic HPSA,Primary Care,15,MI,Designated,07/28/2003,,,Geographic Population,16.2,,
Western Marquette,1267589267,Geographic HPSA,Primary Care,12,MI,Designated,08/31/1993,,,Geographic Population,16.4,,
White Cloud,1269992668,Geographic HPSA,Primary Care,0,MI,Withdrawn,07/28/1989,12/18/1991,,Geographic Population,18,,
Yale,1269992623,Geographic HPSA,Primary Care,0,MI,Withdrawn,09/28/1978,07/31/2000,,Geographic Population,9.3,,
Brightmoor Service Area,1265118097,High Needs Geographic HPSA,Primary Care,18,MI,Proposed For Withdrawal,03/30/2007,,,Geographic Population,42.1,,
Clare County,1261009692,High Needs Geographic HPSA,Primary Care,11,MI,Designated,07/12/1996,,,Geographic Population,27.1,,
Eastside Detroit Service Area,1269992657,High Needs Geographic HPSA,Primary Care,17,MI,Withdrawn,08/30/1984,07/02/2018,,Geographic Population,29.9,,
Eastside Detroit Service Area,1262871420,High Needs Geographic HPSA,Primary Care,18,MI,Designated,06/12/2017,,,Geographic Population,44,,
Eastside Saginaw,1261677908,High Needs Geographic HPSA,Primary Care,16,MI,Designated,04/26/2007,,,Geographic Population,44.4,,
Hartford Service Area,1261884320,High Needs Geographic HPSA,Primary Care,11,MI,Designated,11/16/2015,,,Geographic Population,22.8,,
Hillsdale County,1264054814,High Needs Geographic HPSA,Primary Care,7,MI,Designated,05/09/2017,,,Geographic Population,20.1,,
Inkster,1264722217,High Needs Geographic HPSA,Primary Care,15,MI,Designated,01/23/1996,,,Geographic Population,42.6,,
MacKenzie/Brooks,1269392274,High Needs Geographic HPSA,Primary Care,21,MI,Proposed For Withdrawal,08/30/1984,,,Geographic Population,42.7,,
North Central Detroit/Highland Park,1269992662,High Needs Geographic HPSA,Primary Care,17,MI,Withdrawn,08/30/1984,06/26/2017,,Geographic Population,29.9,,
North Central Detroit/Highland Park,1261582867,High Needs Geographic HPSA,Primary Care,16,MI,Designated,05/01/2017,,,Geographic Population,40.9,,
Northwest Detroit Service Area,1264477200,High Needs Geographic HPSA,Primary Care,20,MI,Designated,07/18/2018,,,Geographic Population,40.9,,
Oscoda County,1268671158,High Needs Geographic HPSA,Primary Care,15,MI,Designated,11/16/2015,,,Geographic Population,18.8,,
Pontiac City Service Area,12699926J1,High Needs Geographic HPSA,Primary Care,0,MI,Withdrawn,04/26/2007,06/29/2012,,Geographic Population,,,
Primary Care - Gladwin County,1266271729,High Needs Geographic HPSA,Primary Care,12,MI,Designated,05/28/2000,,,Geographic Population,19.9,,
South Flint/Burton,1269757714,High Needs Geographic HPSA,Primary Care,7,MI,Withdrawn,03/09/2016,06/26/2017,,Geographic Population,30.4,,
Southwest Detroit Service Area,1263948863,High Needs Geographic HPSA,Primary Care,17,MI,Designated,07/18/2018,,,Geographic Population,33.7,,
Tireman/Chadsey,1261717112,High Needs Geographic HPSA,Primary Care,20,MI,Proposed For Withdrawal,08/30/1984,,,Geographic Population,46.2,,
Ada/Halstad/Twin Valley,1279992739,Geographic HPSA,Primary Care,0,MN,Withdrawn,11/06/1990,06/30/1999,,Geographic Population,14.3,,
Albany,1279992748,Geographic HPSA,Primary Care,0,MN,Withdrawn,03/28/1994,02/11/2000,,Geographic Population,12.3,,
Aurora/Hoyt Lakes,1274339223,Geographic HPSA,Primary Care,13,MN,Designated,06/30/2005,,,Geographic Population,10.8,,
Barnesville,1273296490,Geographic HPSA,Primary Care,10,MN,Designated,07/07/1978,,,Geographic Population,4.2,,
Baudette,1279992727,Geographic HPSA,Primary Care,0,MN,Withdrawn,12/26/1984,05/23/1989,,Geographic Population,,,
Belgrade/Brooten,1279992738,Geographic HPSA,Primary Care,0,MN,Withdrawn,09/28/1990,09/15/2000,,Geographic Population,13.8,,
Bigfork Rational Service Area 75,1279992701,Geographic HPSA,Primary Care,0,MN,Withdrawn,06/07/1979,11/03/2011,,Geographic Population,,,
Caledonia/Spring Grove (MN/IA),1279992721,Geographic HPSA,Primary Care,0,MN,Withdrawn,08/14/1981,12/31/1990,,Geographic Population,11,,
Canby (MN/SD),1279992716,Geographic HPSA,Primary Care,0,MN,Withdrawn,07/19/1978,10/02/1995,,Geographic Population,18.5,,
Cass,127021,Geographic HPSA,Primary Care,0,MN,Withdrawn,08/29/1978,02/24/2009,,Geographic Population,13.8,,
Central Rural Stearns Service Area,1277088456,Geographic HPSA,Primary Care,9,MN,Designated,03/18/2009,,,Geographic Population,7,,
Clearwater County,1273993542,Geographic HPSA,Primary Care,16,MN,Designated,10/01/1979,,,Geographic Population,16.7,,
Cook,127031,Geographic HPSA,Primary Care,0,MN,Withdrawn,09/28/1989,11/22/2010,,Geographic Population,,,
Cook/Orr,1279195414,Geographic HPSA,Primary Care,13,MN,Designated,04/04/1985,,,Geographic Population,11,,
Crookston,1279992754,Geographic HPSA,Primary Care,0,MN,Withdrawn,06/21/1995,06/30/1999,,Geographic Population,14.3,,
Dawson/Madison,1279992737,Geographic HPSA,Primary Care,0,MN,Withdrawn,09/10/1990,10/02/1995,,Geographic Population,12.8,,
East Otter Tail Rational Service Area#91,1279992759,Geographic HPSA,Primary Care,0,MN,Withdrawn,02/04/2000,02/23/2009,,Geographic Population,11.4,,
East Roseau,1273298927,Geographic HPSA,Primary Care,9,MN,Designated,02/19/2008,,,Geographic Population,10.5,,
Elbow Lake/Dalton,1279399771,Geographic HPSA,Primary Care,8,MN,Designated,09/18/2017,,,Geographic Population,9.3,,
Elbow Lake/Dalton,1279992740,Geographic HPSA,Primary Care,11,MN,Withdrawn,12/31/1990,09/09/2010,,Geographic Population,,,
Ely/Babbitt,1279992707,Geographic HPSA,Primary Care,0,MN,Withdrawn,11/13/1980,10/02/1995,,Geographic Population,9,,
Fillmore County,1271130031,Geographic HPSA,Primary Care,9,MN,Designated,05/01/2017,,,Geographic Population,11.4,,
Floodwood,1277630817,Geographic HPSA,Primary Care,14,MN,Designated,11/13/1980,,,Geographic Population,16.6,,
Fosston,1279992708,Geographic HPSA,Primary Care,0,MN,Withdrawn,11/02/1978,06/21/1995,,Geographic Population,0,,
Graceville,1279992742,Geographic HPSA,Primary Care,0,MN,Withdrawn,09/13/1991,12/31/1996,,Geographic Population,17.1,,
Granite Falls/Clarkfield/Wood Lake,1279992718,Geographic HPSA,Primary Care,0,MN,Withdrawn,03/09/1982,03/26/1984,,Geographic Population,13.1,,
Greenbush/Middle River,1279992744,Geographic HPSA,Primary Care,0,MN,Withdrawn,12/31/1991,12/31/1996,,Geographic Population,16.3,,
Hallock,1279992741,Geographic HPSA,Primary Care,0,MN,Withdrawn,05/31/1991,12/31/1996,,Geographic Population,9.1,,
Hawley,1279992734,Geographic HPSA,Primary Care,0,MN,Withdrawn,06/13/1990,11/03/2011,,Geographic Population,,,
Ivanhoe/Hendricks,12799927KE,Geographic HPSA,Primary Care,8,MN,Withdrawn,03/17/2011,07/02/2018,,Geographic Population,9,,
Jackson County - Rational Service Area 22,1278250192,Geographic HPSA,Primary Care,11,MN,Designated,12/08/2000,,,Geographic Population,11,,
Jackson/Lakefield,1279992735,Geographic HPSA,Primary Care,0,MN,Withdrawn,06/26/1990,12/08/2000,,Geographic Population,11.7,,
Kanabec County,1277825471,Geographic HPSA,Primary Care,6,MN,Designated,07/06/2011,,,Geographic Population,14.8,,
Karlstad,1279992753,Geographic HPSA,Primary Care,0,MN,Withdrawn,03/03/1995,12/22/1997,,Geographic Population,21,,
Kimball,1279992776,Geographic HPSA,Primary Care,0,MN,Withdrawn,04/30/2001,03/18/2009,,Geographic Population,5.4,,
Kittson,127069,Geographic HPSA,Primary Care,0,MN,Withdrawn,12/22/1997,04/26/2012,,Geographic Population,,,
Kittson County,1276606331,Geographic HPSA,Primary Care,15,MN,Designated,08/02/2018,,,Geographic Population,11.1,,
Lake of the Woods County,1278966145,Geographic HPSA,Primary Care,15,MN,Designated,07/24/2014,,,Geographic Population,7.1,,
Lake of the Woods-Beltrami,1279992709,Geographic HPSA,Primary Care,0,MN,Withdrawn,03/29/1978,07/20/1981,,Geographic Population,0,,
Littlefork/Big Falls,1279992731,Geographic HPSA,Primary Care,0,MN,Withdrawn,04/22/1986,12/31/1990,,Geographic Population,12,,
Lyon/Tracey Rational Service Area 82,1274668965,Geographic HPSA,Primary Care,12,MN,Designated,01/31/1992,,,Geographic Population,13.9,,
Mahnomen County,1274993722,Geographic HPSA,Primary Care,16,MN,Designated,10/01/1979,,,Geographic Population,26.7,,
Marshall County,1272422252,Geographic HPSA,Primary Care,14,MN,Designated,11/19/1979,,,Geographic Population,7.7,,
Mille Lacs,1279992705,Geographic HPSA,Primary Care,0,MN,Withdrawn,08/02/1978,05/30/1997,,Geographic Population,19.1,,
Moose Lake,1279992724,Geographic HPSA,Primary Care,0,MN,Withdrawn,06/13/1983,07/24/1987,,Geographic Population,9,,
Murray County,1279905730,Geographic HPSA,Primary Care,12,MN,Designated,11/01/1978,,,Geographic Population,9.9,,
Near North - Minneapolis,1279992725,Geographic HPSA,Primary Care,0,MN,Withdrawn,03/26/1984,11/03/2011,,Geographic Population,,,
Norman County,1278276707,Geographic HPSA,Primary Care,15,MN,Designated,11/06/1990,,,Geographic Population,13,,
North Beltrami,1277693130,Geographic HPSA,Primary Care,6,MN,Designated,02/14/2011,,,Geographic Population,13.5,,
North Wadena Rational Service Area 104,1272012131,Geographic HPSA,Primary Care,12,MN,Designated,01/07/2005,,,Geographic Population,17.5,,
Northome/Blackduck,1279992746,Geographic HPSA,Primary Care,0,MN,Withdrawn,05/28/1993,05/26/2005,,Geographic Population,19.7,,
Northome/Blackduck,12799927K6,Geographic HPSA,Primary Care,8,MN,Withdrawn,06/09/2009,07/02/2018,,Geographic Population,16.2,,
Ortonville (MN/SD),1279992732,Geographic HPSA,Primary Care,0,MN,Withdrawn,05/20/1986,12/31/1990,,Geographic Population,15,,
Paynesville,1279992730,Geographic HPSA,Primary Care,0,MN,Withdrawn,08/05/1985,10/02/1995,,Geographic Population,0,,
Pelican Rapids Service Area,1275864242,Geographic HPSA,Primary Care,12,MN,Designated,08/08/1990,,,Geographic Population,12.2,,
Pipestone,1279992751,Geographic HPSA,Primary Care,0,MN,Withdrawn,08/04/1994,03/06/2000,,Geographic Population,14.1,,
Plainview,1279992703,Geographic HPSA,Primary Care,0,MN,Withdrawn,05/16/1980,05/30/1997,,Geographic Population,13.2,,
Polk/Red Lake,1279992777,Geographic HPSA,Primary Care,0,MN,Withdrawn,05/09/2001,08/09/2010,,Geographic Population,,,
Pope County,1279888574,Geographic HPSA,Primary Care,6,MN,Designated,10/28/2016,,,Geographic Population,9.6,,
Redwood,127127,Geographic HPSA,Primary Care,0,MN,Withdrawn,05/05/1978,06/03/1981,,Geographic Population,15,,
Redwood-Rational Service Area 97,1278733008,Geographic HPSA,Primary Care,7,MN,Designated,10/11/2016,,,Geographic Population,9.6,,
Renville County - Rational Service Area 42,1272307941,Geographic HPSA,Primary Care,6,MN,Designated,05/13/1980,,,Geographic Population,11.9,,
Riverview,1279992702,Geographic HPSA,Primary Care,0,MN,Withdrawn,05/30/1979,03/26/1984,,Geographic Population,0,,
Roseau,127135,Geographic HPSA,Primary Care,0,MN,Withdrawn,05/23/1978,05/05/1982,,Geographic Population,15,,
Roseau/Warroad,1279992722,Geographic HPSA,Primary Care,0,MN,Withdrawn,03/11/1983,10/02/1995,,Geographic Population,0,,
Sandstone/Hinckley,1279992710,Geographic HPSA,Primary Care,0,MN,Withdrawn,03/10/1978,10/02/1995,,Geographic Population,16.1,,
Sauk Centre/Melrose,1279992733,Geographic HPSA,Primary Care,0,MN,Withdrawn,06/12/1989,10/02/1995,,Geographic Population,0,,
Sibley,127143,Geographic HPSA,Primary Care,0,MN,Withdrawn,05/13/1980,11/03/2011,,Geographic Population,,,
Sibley County,1276919166,Geographic HPSA,Primary Care,15,MN,Designated,08/02/2017,,,Geographic Population,10.8,,
Silver Bay,1279992717,Geographic HPSA,Primary Care,0,MN,Withdrawn,04/10/1981,11/03/2011,,Geographic Population,,,
South Carlton Rational Service Area 5,12799927C9,Geographic HPSA,Primary Care,6,MN,Withdrawn,06/09/2005,06/27/2013,,Geographic Population,,,
St. James/Butterfield,1279992743,Geographic HPSA,Primary Care,0,MN,Withdrawn,11/27/1991,12/31/1996,,Geographic Population,15.4,,
Summit-Dale,1279992713,Geographic HPSA,Primary Care,0,MN,Withdrawn,08/14/1978,06/29/2000,,Geographic Population,33,,
Swift County,127151,Geographic HPSA,Primary Care,6,MN,Withdrawn,03/08/2010,08/15/2013,,Geographic Population,,,
Todd,127153,Geographic HPSA,Primary Care,0,MN,Withdrawn,06/17/1999,05/27/2009,,Geographic Population,12.9,,
Tyler/Lake Benton,1278051466,Geographic HPSA,Primary Care,9,MN,Designated,06/21/2013,,,Geographic Population,9.9,,
Warren,1279992726,Geographic HPSA,Primary Care,0,MN,Withdrawn,07/16/1984,03/31/1998,,Geographic Population,10.5,,
Warroad,1279992720,Geographic HPSA,Primary Care,0,MN,Withdrawn,05/05/1982,12/31/1990,,Geographic Population,16,,
Waseca,127161,Geographic HPSA,Primary Care,0,MN,Withdrawn,11/01/1978,04/11/1983,,Geographic Population,9,,
Waterville,1279992704,Geographic HPSA,Primary Care,0,MN,Withdrawn,08/15/1979,03/26/1984,,Geographic Population,9,,
Wells,1272000861,Geographic HPSA,Primary Care,12,MN,Designated,04/11/1983,,,Geographic Population,10.2,,
West Roseau County,12799927I1,Geographic HPSA,Primary Care,13,MN,Withdrawn,03/30/2007,07/02/2018,,Geographic Population,9.3,,
West Roseau County,1276500257,Geographic HPSA,Primary Care,15,MN,Designated,12/14/2015,,,Geographic Population,9.1,,
Westbrook,1279992711,Geographic HPSA,Primary Care,0,MN,Withdrawn,05/05/1978,03/26/1984,,Geographic Population,14,,
Westbrook - Rational Service Area 71,1272234380,Geographic HPSA,Primary Care,8,MN,Designated,01/13/2005,,,Geographic Population,9.5,,
Windom/Mountain Lake,1279992719,Geographic HPSA,Primary Care,0,MN,Withdrawn,03/03/1982,10/02/1995,,Geographic Population,0,,
Andrew,129003,Geographic HPSA,Primary Care,0,MO,Withdrawn,06/07/1978,01/10/2012,,Geographic Population,,,
Appleton,1299992902,Geographic HPSA,Primary Care,0,MO,Withdrawn,06/07/1978,12/31/1996,,Geographic Population,24.7,,
Arcadia Valley,1299992917,Geographic HPSA,Primary Care,0,MO,Withdrawn,03/19/1984,03/08/1985,,Geographic Population,20,,
Ash Grove,1299992940,Geographic HPSA,Primary Care,0,MO,Withdrawn,03/06/1995,06/17/1999,,Geographic Population,9.8,,
Bates,129013,Geographic HPSA,Primary Care,0,MO,Withdrawn,08/19/1996,04/12/2010,,Geographic Population,,,
Benton,1299992901,Geographic HPSA,Primary Care,0,MO,Withdrawn,05/03/1978,03/26/1981,,Geographic Population,34,,
Benton County,129015,Geographic HPSA,Primary Care,12,MO,Withdrawn,01/30/2013,06/26/2017,,Geographic Population,,,
Big Springs,1299992916,Geographic HPSA,Primary Care,0,MO,Withdrawn,03/19/1984,03/08/1985,,Geographic Population,24,,
Bollinger County,129017,Geographic HPSA,Primary Care,17,MO,Withdrawn,10/17/1979,07/02/2018,,Geographic Population,13.7,,
Bunceton,1299992930,Geographic HPSA,Primary Care,0,MO,Withdrawn,10/07/1985,06/25/1993,,Geographic Population,15.9,,
